FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT001001,PCT001002,PCT001003,PCT001004,PCT001005,PCT001006,PCT001007,PCT001008,PCT001009,PCT001010,PCT001011,PCT001012,PCT001013,PCT001014,PCT001015,PCT001016,PCT001017,PCT001018,PCT001019,PCT001020,PCT001021,PCT001022,PCT001023,PCT001024,PCT001025,PCT001026,PCT001027,PCT001028,PCT001029,PCT001030,PCT001031,PCT001032,PCT001033,PCT001034,PCT001035,PCT001036,PCT001037,PCT001038,PCT001039,PCT001040,PCT001041,PCT001042,PCT001043,PCT001044,PCT001045,PCT001046,PCT001047,PCT002001,PCT002002,PCT002003,PCT002004,PCT002005,PCT002006,PCT002007,PCT002008,PCT002009,PCT002010,PCT002011,PCT002012,PCT002013,PCT002014,PCT002015,PCT002016,PCT002017,PCT002018,PCT002019,PCT002020,PCT002021,PCT002022,PCT002023,PCT002024,PCT002025,PCT002026,PCT002027,PCT002028,PCT002029,PCT002030,PCT002031,PCT002032,PCT002033,PCT002034,PCT002035,PCT002036,PCT002037,PCT002038,PCT002039,PCT002040,PCT002041,PCT002042,PCT002043,PCT002044,PCT002045,PCT002046,PCT002047,PCT003001,PCT003002,PCT003003,PCT003004,PCT003005,PCT003006,PCT003007,PCT003008,PCT003009,PCT003010,PCT003011,PCT003012,PCT003013,PCT003014,PCT003015,PCT003016,PCT003017,PCT003018,PCT003019,PCT003020,PCT003021,PCT003022,PCT003023,PCT003024,PCT003025,PCT003026,PCT003027,PCT003028,PCT003029,PCT003030,PCT003031,PCT003032,PCT003033,PCT003034,PCT003035,PCT003036,PCT003037,PCT003038,PCT003039,PCT003040,PCT003041,PCT003042,PCT003043,PCT003044,PCT003045,PCT003046,PCT003047,PCT004001,PCT004002,PCT004003,PCT004004,PCT004005,PCT004006,PCT004007,PCT004008,PCT004009,PCT005001,PCT005002,PCT005003,PCT005004,PCT005005,PCT005006,PCT005007,PCT005008,PCT005009,PCT005010,PCT005011,PCT005012,PCT005013,PCT005014,PCT005015,PCT005016,PCT005017,PCT005018,PCT005019,PCT006001,PCT006002,PCT006003,PCT006004,PCT006005,PCT006006,PCT006007,PCT006008,PCT006009,PCT006010,PCT006011,PCT006012,PCT006013,PCT006014,PCT006015,PCT006016,PCT006017,PCT006018,PCT006019,PCT007001,PCT007002,PCT007003,PCT007004,PCT007005,PCT007006,PCT007007,PCT007008,PCT007009,PCT007010,PCT007011,PCT007012,PCT007013,PCT007014,PCT007015,PCT007016,PCT007017,PCT007018,PCT007019,PCT008001,PCT008002,PCT008003,PCT008004,PCT008005,PCT008006,PCT008007,PCT008008,PCT008009,PCT008010,PCT008011,PCT008012,PCT008013,PCT008014,PCT009001,PCT009002,PCT009003,PCT009004,PCT009005,PCT009006,PCT009007,PCT009008,PCT009009,PCT009010,PCT009011,PCT009012,PCT009013,PCT009014
uSF1,TX,000,36,628734,49,34,0,0,9,0,0,0,6,0,0,0,1,0,0,0,1,0,10,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,5,0,0,9,53,38,2,0,9,0,0,0,6,0,0,0,1,0,0,0,1,0,10,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,5,0,0,9,125,76,2,0,21,0,3,0,18,0,2,0,3,0,0,0,1,0,13,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,39,118,37,5,0,37,0,0,9,30,551,75,0,0,60,31,0,0,13,24,75,0,9,0,1,14,242,0,7,567,77,0,0,62,33,0,0,13,26,75,0,11,0,1,16,246,0,7,649,84,0,0,66,55,0,0,24,30,76,5,15,0,1,21,249,6,17,4,2,0,0,2,0,1,1,0,0,0,0,1,0,4,2,0,0,2,0,1,1,0,0,0,0,0,1
uSF1,TX,000,36,628738,10,9,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24,0,0,7,0,5,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,9,0,0,15,0,0,1,2,86,40,0,0,23,8,0,0,3,2,0,0,4,0,0,1,4,0,1,92,40,0,0,26,8,0,0,6,2,0,0,4,0,0,1,4,0,1,102,40,0,0,27,9,0,0,11,2,1,0,5,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628743,14,9,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,20,15,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,24,19,0,0,7,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,21,13,0,0,4,0,0,4,0,62,19,0,1,11,11,0,5,7,4,0,0,0,0,0,1,3,0,0,62,19,0,1,11,11,0,5,7,4,0,0,0,0,0,1,3,0,0,87,19,4,1,15,11,0,5,8,4,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628747,9,9,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,10,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,0,1,16,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,13,0,0,10,0,0,0,11,72,18,0,2,35,1,0,0,7,9,0,0,0,0,0,0,0,0,0,76,18,0,2,37,1,0,0,9,9,0,0,0,0,0,0,0,0,0,105,23,0,2,46,6,0,0,14,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
uSF1,TX,000,36,628751,6,5,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,5,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,21,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,28,5,0,0,16,0,0,1,6,134,38,0,0,40,16,3,1,13,8,0,0,4,3,0,1,6,0,1,142,38,0,0,40,16,3,1,15,10,0,0,6,3,0,1,8,0,1,157,39,0,0,41,25,3,1,18,10,0,0,6,4,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628755,20,18,1,0,8,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,20,18,1,0,8,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,48,42,1,0,23,0,3,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,48,18,0,0,24,0,0,2,4,26,7,0,0,3,4,0,0,4,0,0,0,0,0,0,4,4,0,0,26,7,0,0,3,4,0,0,4,0,0,0,0,0,0,4,4,0,0,40,7,0,0,5,7,0,0,7,0,0,0,0,0,0,4,10,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1
uSF1,TX,000,36,628760,34,27,0,0,14,0,1,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,36,29,1,0,14,0,1,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,56,46,1,0,21,0,3,0,7,0,2,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,54,32,0,0,16,0,0,3,3,57,7,0,9,4,1,0,2,1,9,11,0,4,0,0,5,0,2,2,77,7,0,13,12,4,0,2,1,9,13,0,4,0,0,7,0,3,2,93,14,0,13,16,4,0,2,4,9,13,0,4,0,0,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628763,9,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,9,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,24,19,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,24,8,0,0,11,0,0,1,4,67,23,5,0,11,4,0,0,4,10,0,1,1,0,4,0,1,0,3,81,23,5,0,14,5,0,0,8,10,0,1,1,0,4,0,7,0,3,102,24,5,3,14,9,0,0,10,11,0,2,2,0,4,0,13,1,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1
uSF1,TX,000,36,628766,23,15,1,0,2,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,19,1,0,2,0,6,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,37,1,0,8,0,7,0,13,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,54,17,0,0,18,0,0,8,11,224,4,0,4,0,8,0,0,0,0,150,0,4,1,0,17,28,0,8,244,4,0,5,4,8,0,0,0,0,160,0,4,1,0,18,28,0,12,257,5,0,5,6,10,0,0,2,0,160,0,4,1,0,18,28,0,18,3,1,1,0,0,0,1,1,0,0,0,0,1,0,3,1,1,0,0,0,1,1,0,0,0,0,0,1
uSF1,TX,000,36,628769,42,37,0,0,3,0,3,0,15,0,0,0,2,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,44,39,1,0,3,0,3,0,15,0,1,0,2,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,135,106,2,1,33,0,12,0,22,0,2,0,12,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,7,1,1,0,1,0,0,0,0,27,133,39,0,0,66,1,0,4,23,498,91,3,0,75,48,0,2,18,44,37,1,5,0,11,13,131,0,19,510,91,3,0,80,49,0,2,18,44,37,1,5,0,13,15,132,0,20,600,96,3,0,90,63,0,2,30,53,42,1,5,0,15,18,150,0,32,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0
uSF1,TX,000,36,628774,26,21,0,0,11,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,26,21,0,0,11,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,68,50,1,0,31,0,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,68,22,0,0,31,0,0,4,11,629,52,0,4,5,63,0,0,8,17,78,0,5,0,1,21,343,1,31,640,53,0,8,10,64,0,0,8,17,78,0,5,0,1,21,343,1,31,710,58,0,8,14,78,0,0,18,21,88,0,10,0,2,25,353,1,34,9,6,3,3,0,0,0,0,0,0,0,0,3,0,9,6,3,3,0,0,0,0,0,0,0,0,0,3
uSF1,TX,000,36,628777,37,29,0,0,8,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,37,29,0,0,8,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,77,62,4,0,25,0,0,0,22,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,11,75,33,0,0,31,0,0,4,7,188,10,4,0,15,27,0,0,4,18,13,0,0,0,0,5,92,0,0,188,10,4,0,15,27,0,0,4,18,13,0,0,0,0,5,92,0,0,221,10,4,0,17,32,0,0,7,20,32,0,0,0,0,5,92,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628780,49,25,0,0,2,0,0,2,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,20,49,25,0,0,2,0,0,2,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,20,104,50,3,0,8,0,0,2,18,0,4,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,10,0,0,0,0,0,0,0,44,104,29,0,0,31,0,0,20,24,901,22,0,4,4,11,2,0,2,12,781,0,0,0,0,27,3,0,33,939,28,0,5,4,11,2,0,2,12,799,0,0,0,0,34,4,0,38,1010,31,0,5,5,13,2,0,4,14,843,0,0,0,1,37,4,0,51,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0
uSF1,TX,000,36,628783,36,25,0,0,9,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,38,27,0,1,9,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,59,38,0,1,16,0,0,1,8,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,0,0,0,0,0,0,17,56,26,0,0,13,0,0,11,6,58,6,0,0,3,11,0,0,3,5,0,0,0,0,0,1,27,0,2,58,6,0,0,3,11,0,0,3,5,0,0,0,0,0,1,27,0,2,94,6,0,0,6,28,0,0,11,5,0,0,0,0,0,1,34,0,3,9,1,0,1,0,0,7,7,0,0,0,0,1,0,9,1,0,1,0,0,7,7,0,0,0,0,0,1
uSF1,TX,000,36,628785,38,27,0,0,12,0,0,0,6,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,40,29,0,0,13,0,0,0,6,0,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,59,47,0,0,20,0,2,0,10,0,1,0,1,1,0,0,0,2,1,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,11,58,29,0,0,18,0,0,10,1,57,0,0,0,9,11,0,0,5,14,1,0,0,0,0,6,11,0,0,63,0,0,0,10,12,0,0,5,15,1,0,0,0,0,6,14,0,0,91,8,0,0,10,18,0,0,8,19,1,0,0,0,0,11,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628789,52,40,0,0,9,0,2,2,0,0,0,0,4,0,0,0,0,3,8,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,11,52,40,0,0,9,0,2,2,0,0,0,0,4,0,0,0,0,3,8,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,11,94,72,0,0,28,0,2,2,3,0,4,0,4,0,0,0,0,5,8,0,0,2,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,19,92,41,0,0,32,0,0,11,8,45,1,0,0,0,16,0,0,8,5,4,0,0,0,0,5,1,0,5,47,1,0,0,1,16,0,0,8,5,5,0,0,0,0,5,1,0,5,76,1,0,0,2,20,0,0,11,11,5,0,0,0,0,7,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628793,32,25,1,0,5,0,0,1,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,32,25,1,0,5,0,0,1,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,73,51,5,0,18,0,1,1,18,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,17,69,28,0,0,24,0,0,4,13,29,2,0,2,0,3,0,0,2,6,1,0,0,0,2,0,11,0,0,29,2,0,2,0,3,0,0,2,6,1,0,0,0,2,0,11,0,0,41,2,0,2,0,10,0,0,3,7,1,0,0,0,2,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
uSF1,TX,000,36,628797,32,26,1,0,12,0,2,0,7,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,32,26,1,0,12,0,2,0,7,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,58,38,1,0,20,0,2,1,7,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,58,27,0,0,12,0,0,5,14,38,7,0,0,8,4,0,0,3,10,0,0,0,0,0,2,2,0,2,38,7,0,0,8,4,0,0,3,10,0,0,0,0,0,2,2,0,2,62,7,0,0,20,8,0,0,7,12,0,0,0,0,0,2,2,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628803,41,29,0,0,12,0,1,1,8,0,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,41,29,0,0,12,0,1,1,8,0,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,77,51,2,3,20,0,2,1,8,0,5,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21,75,32,0,0,22,0,0,9,12,80,9,0,0,3,45,0,1,6,12,0,0,0,0,0,4,0,0,0,82,10,0,0,3,46,0,1,6,12,0,0,0,0,0,4,0,0,0,115,12,0,0,8,56,0,1,13,17,0,0,0,0,0,5,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
uSF1,TX,000,36,628807,32,26,0,0,11,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,32,26,0,0,11,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,53,43,1,0,18,0,6,0,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,53,26,0,0,17,0,0,6,4,15,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,7,0,0,15,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,7,0,0,19,0,0,0,0,4,0,0,6,1,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,4,1,0,1,0,0,3,3,0,0,0,0,0,0
uSF1,TX,000,36,628814,28,22,1,0,4,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,28,22,1,0,4,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,60,40,2,0,14,0,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,59,22,0,0,17,0,0,6,14,40,4,0,0,4,8,0,0,2,11,0,0,1,0,0,1,9,0,0,40,4,0,0,4,8,0,0,2,11,0,0,1,0,0,1,9,0,0,47,4,0,0,5,10,0,0,3,11,0,0,1,0,0,3,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628819,29,22,0,0,4,0,0,2,4,0,3,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,29,22,0,0,4,0,0,2,4,0,3,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,55,36,0,0,14,0,0,2,4,0,3,0,0,0,0,0,0,1,1,0,0,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,55,24,0,0,17,0,0,5,9,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,22,6,0,0,0,6,0,0,0,5,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
uSF1,TX,000,36,628824,30,20,0,0,6,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,32,22,0,0,7,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,98,79,2,1,40,0,2,0,16,0,2,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,13,92,25,0,0,54,0,0,6,7,198,39,0,4,46,14,0,0,6,6,0,0,17,0,6,6,54,0,0,200,39,0,4,47,14,0,0,6,6,0,0,17,0,6,7,54,0,0,241,49,0,4,48,25,0,0,11,9,0,0,19,0,6,9,55,0,6,5,2,0,0,2,0,2,1,1,0,0,0,1,0,5,2,0,0,2,0,2,1,1,0,0,0,0,1
uSF1,TX,000,36,628830,53,45,5,1,18,0,1,0,6,0,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,55,47,6,1,18,0,1,0,7,0,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,93,68,8,1,30,0,3,0,7,0,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,24,91,46,0,0,21,0,0,8,16,165,53,0,0,12,11,0,1,5,14,4,0,8,0,0,3,52,1,1,165,53,0,0,12,11,0,1,5,14,4,0,8,0,0,3,52,1,1,197,56,0,0,12,17,0,1,9,15,4,0,10,0,0,4,52,2,15,5,2,1,1,0,0,1,1,0,0,0,0,2,0,5,2,1,1,0,0,1,1,0,0,0,0,0,2
uSF1,TX,000,36,628835,22,12,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,12,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,24,2,0,9,0,1,0,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,36,12,0,0,12,0,0,10,2,22,2,1,0,4,3,0,0,1,0,0,0,1,0,0,1,9,0,0,22,2,1,0,4,3,0,0,1,0,0,0,1,0,0,1,9,0,0,30,2,1,0,9,3,0,1,1,0,0,0,2,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
