FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT013F001,PCT013F002,PCT013F003,PCT013F004,PCT013F005,PCT013F006,PCT013F007,PCT013F008,PCT013F009,PCT013F010,PCT013F011,PCT013F012,PCT013F013,PCT013F014,PCT013F015,PCT013F016,PCT013F017,PCT013F018,PCT013F019,PCT013F020,PCT013F021,PCT013F022,PCT013F023,PCT013F024,PCT013F025,PCT013F026,PCT013F027,PCT013F028,PCT013F029,PCT013F030,PCT013F031,PCT013F032,PCT013F033,PCT013F034,PCT013F035,PCT013F036,PCT013F037,PCT013F038,PCT013F039,PCT013F040,PCT013F041,PCT013F042,PCT013F043,PCT013F044,PCT013F045,PCT013F046,PCT013F047,PCT013F048,PCT013F049,PCT013G001,PCT013G002,PCT013G003,PCT013G004,PCT013G005,PCT013G006,PCT013G007,PCT013G008,PCT013G009,PCT013G010,PCT013G011,PCT013G012,PCT013G013,PCT013G014,PCT013G015,PCT013G016,PCT013G017,PCT013G018,PCT013G019,PCT013G020,PCT013G021,PCT013G022,PCT013G023,PCT013G024,PCT013G025,PCT013G026,PCT013G027,PCT013G028,PCT013G029,PCT013G030,PCT013G031,PCT013G032,PCT013G033,PCT013G034,PCT013G035,PCT013G036,PCT013G037,PCT013G038,PCT013G039,PCT013G040,PCT013G041,PCT013G042,PCT013G043,PCT013G044,PCT013G045,PCT013G046,PCT013G047,PCT013G048,PCT013G049,PCT013H001,PCT013H002,PCT013H003,PCT013H004,PCT013H005,PCT013H006,PCT013H007,PCT013H008,PCT013H009,PCT013H010,PCT013H011,PCT013H012,PCT013H013,PCT013H014,PCT013H015,PCT013H016,PCT013H017,PCT013H018,PCT013H019,PCT013H020,PCT013H021,PCT013H022,PCT013H023,PCT013H024,PCT013H025,PCT013H026,PCT013H027,PCT013H028,PCT013H029,PCT013H030,PCT013H031,PCT013H032,PCT013H033,PCT013H034,PCT013H035,PCT013H036,PCT013H037,PCT013H038,PCT013H039,PCT013H040,PCT013H041,PCT013H042,PCT013H043,PCT013H044,PCT013H045,PCT013H046,PCT013H047,PCT013H048,PCT013H049,PCT013I001,PCT013I002,PCT013I003,PCT013I004,PCT013I005,PCT013I006,PCT013I007,PCT013I008,PCT013I009,PCT013I010,PCT013I011,PCT013I012,PCT013I013,PCT013I014,PCT013I015,PCT013I016,PCT013I017,PCT013I018,PCT013I019,PCT013I020,PCT013I021,PCT013I022,PCT013I023,PCT013I024,PCT013I025,PCT013I026,PCT013I027,PCT013I028,PCT013I029,PCT013I030,PCT013I031,PCT013I032,PCT013I033,PCT013I034,PCT013I035,PCT013I036,PCT013I037,PCT013I038,PCT013I039,PCT013I040,PCT013I041,PCT013I042,PCT013I043,PCT013I044,PCT013I045,PCT013I046,PCT013I047,PCT013I048,PCT013I049,PCT015A001,PCT015A002,PCT015A003,PCT015A004,PCT015A005,PCT015A006,PCT015A007,PCT015A008,PCT015A009,PCT015A010,PCT015A011,PCT015A012,PCT015A013,PCT015B001,PCT015B002,PCT015B003,PCT015B004,PCT015B005,PCT015B006,PCT015B007,PCT015B008,PCT015B009,PCT015B010,PCT015B011,PCT015B012,PCT015B013,PCT015C001,PCT015C002,PCT015C003,PCT015C004,PCT015C005,PCT015C006,PCT015C007,PCT015C008,PCT015C009,PCT015C010,PCT015C011,PCT015C012,PCT015C013
uSF1,TX,000,36,627939,1783,909,109,92,78,62,48,18,19,61,75,90,66,53,54,37,18,7,7,5,3,5,0,0,2,874,95,95,106,67,33,26,14,40,83,71,52,56,45,30,24,6,8,3,9,4,6,1,0,158,74,12,5,7,3,4,3,2,4,7,7,6,6,2,2,2,1,0,0,0,0,1,0,0,84,12,12,12,10,0,0,1,3,7,6,4,6,4,4,1,1,0,1,0,0,0,0,0,4520,2315,263,266,229,141,109,48,49,141,196,220,169,140,119,76,46,13,19,17,16,26,6,3,3,2205,254,251,236,151,82,46,31,115,196,183,153,135,110,72,63,20,21,12,28,26,12,2,6,897,420,14,23,16,12,10,10,3,10,15,21,24,29,34,23,24,8,15,15,19,33,40,17,5,477,19,17,18,8,4,3,2,10,25,16,23,22,28,34,33,19,16,14,31,78,37,16,4,162,119,31,26,27,1,34,43,6,9,18,0,10,5,3,0,1,2,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627945,245,134,16,11,16,8,2,0,4,5,23,19,10,11,4,3,0,0,0,1,0,1,0,0,0,111,8,9,9,8,1,3,3,5,21,14,7,7,3,5,4,0,1,0,1,2,0,0,0,96,49,8,2,7,3,0,1,0,4,4,6,5,2,2,0,3,1,0,0,0,1,0,0,0,47,7,5,5,0,1,1,0,2,12,9,0,0,2,2,1,0,0,0,0,0,0,0,0,656,340,35,27,32,24,8,4,10,21,47,41,27,25,17,13,3,1,0,1,0,2,1,0,1,316,28,27,28,21,7,4,8,18,55,33,25,18,19,10,6,1,2,0,1,4,0,0,1,2895,1489,75,73,85,43,25,15,26,119,234,180,133,125,119,105,61,16,16,8,9,11,9,2,0,1406,79,72,65,41,44,21,26,131,188,142,108,127,118,87,74,8,16,7,14,13,18,2,5,221,52,9,7,24,0,12,169,18,76,63,1,11,9,4,0,0,4,0,0,5,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627948,237,147,10,12,15,13,10,0,3,3,20,12,14,13,9,2,4,1,0,0,2,3,0,1,0,90,9,10,10,9,3,3,3,5,4,6,7,9,3,3,2,1,0,0,2,1,0,0,0,23,11,2,1,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12,4,0,0,1,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,373,225,19,19,26,18,15,5,5,7,27,17,17,20,12,2,7,1,0,1,2,3,1,1,0,148,18,14,15,15,6,4,4,10,10,10,9,11,4,7,2,1,2,0,2,1,1,1,1,226,105,5,5,6,4,3,2,2,1,8,5,13,10,8,6,5,5,4,1,5,2,2,1,2,121,10,4,6,10,4,3,1,0,9,8,7,12,3,11,6,8,2,1,3,5,2,3,3,25,18,4,4,6,0,4,7,0,1,5,0,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
uSF1,TX,000,36,627950,334,170,16,14,8,6,5,3,4,15,36,23,12,12,6,4,3,0,0,1,1,0,1,0,0,164,16,14,13,9,9,3,2,27,20,15,10,8,4,8,2,1,1,0,1,0,0,1,0,110,63,11,5,2,2,1,1,2,13,9,3,5,3,0,3,1,0,1,0,0,1,0,0,0,47,12,2,2,1,1,2,3,1,8,5,4,0,0,3,1,1,0,0,0,1,0,0,0,840,444,57,36,25,8,8,9,8,45,83,49,30,21,19,21,8,3,2,5,3,1,3,0,0,396,61,26,27,20,15,8,11,53,51,37,21,13,21,14,7,3,4,2,1,1,0,0,0,3341,1606,86,58,80,38,41,14,17,74,115,111,147,143,120,107,88,42,43,28,47,66,72,49,20,1735,66,75,81,30,45,26,25,67,86,91,106,135,101,150,107,50,60,40,59,109,122,63,41,181,48,2,15,23,0,8,133,12,55,61,0,5,42,14,0,2,8,0,4,28,4,14,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
uSF1,TX,000,36,627956,651,358,42,25,24,17,11,15,13,44,61,42,26,17,9,4,5,1,0,1,0,0,1,0,0,293,39,21,25,9,21,9,9,35,46,31,27,6,9,1,2,1,0,0,1,1,0,0,0,183,97,15,10,10,4,6,0,1,9,13,11,5,4,2,2,1,0,1,0,1,1,1,0,0,86,15,14,5,1,4,4,1,11,10,6,2,8,0,1,1,0,0,0,0,1,0,1,1,1845,1023,119,91,67,43,44,35,35,117,174,108,66,40,30,26,15,3,1,3,1,0,4,1,0,822,122,81,56,27,44,30,22,86,124,80,58,27,32,8,8,3,1,0,3,5,1,3,1,2595,1242,85,66,51,38,29,16,24,50,88,68,96,99,103,96,71,37,30,20,35,48,36,34,22,1353,70,70,45,37,28,24,15,51,87,64,102,103,81,89,78,22,46,36,38,66,66,57,78,281,96,14,17,36,1,28,185,24,75,59,0,27,24,14,1,2,7,0,4,10,1,5,3,0,1,5,3,0,1,0,0,2,2,1,0,1,0,0
uSF1,TX,000,36,627961,100,46,6,2,3,3,1,0,3,2,5,7,6,4,3,1,0,0,0,0,0,0,0,0,0,54,6,6,5,2,2,0,1,2,8,7,5,6,3,1,0,0,0,0,0,0,0,0,0,62,30,6,4,3,1,0,1,0,2,2,3,0,1,3,1,1,0,0,0,1,0,0,1,0,32,3,4,4,2,1,0,0,3,3,2,3,3,0,1,2,0,0,0,0,0,0,0,1,220,101,13,7,5,7,2,2,4,6,9,15,11,4,5,1,4,1,2,0,1,1,1,0,0,119,10,10,13,6,3,0,4,4,12,15,14,11,5,2,6,1,1,1,1,0,0,0,0,1837,861,47,60,37,26,23,15,11,36,64,67,72,66,73,39,37,13,27,9,24,43,38,21,13,976,47,39,47,23,26,10,8,50,45,45,69,75,49,57,45,14,29,25,29,77,69,58,40,93,23,2,4,14,1,2,70,10,34,21,0,5,6,3,0,0,2,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627964,285,144,20,5,7,6,4,4,8,16,21,20,11,12,7,2,1,0,0,0,0,0,0,0,0,141,22,10,9,7,8,6,6,21,18,8,9,10,4,3,0,0,0,0,0,0,0,0,0,136,67,17,8,3,1,2,4,1,10,4,6,3,1,7,0,0,0,0,0,0,0,0,0,0,69,18,9,4,1,1,2,3,6,7,7,3,3,1,0,3,0,1,0,0,0,0,0,0,662,344,42,17,16,13,11,8,13,46,51,43,24,24,23,4,4,0,0,0,1,3,0,0,1,318,49,28,16,11,15,14,16,37,39,22,21,22,15,7,1,0,1,1,1,2,0,0,0,1948,1005,100,43,25,18,41,27,38,115,162,92,88,66,62,39,30,11,9,6,13,6,8,6,0,943,67,38,26,21,49,41,29,109,115,65,63,76,60,59,44,15,18,6,9,15,9,5,4,224,45,6,8,25,0,6,179,11,64,81,0,23,48,29,2,6,20,1,0,19,1,4,13,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0
uSF1,TX,000,36,627967,462,239,20,24,21,9,8,11,11,23,47,21,8,11,14,1,5,1,2,0,0,1,0,0,1,223,33,27,17,9,10,7,5,24,32,18,9,5,12,3,5,1,2,2,1,1,0,0,0,303,142,32,12,12,5,4,1,3,5,16,14,12,9,6,5,3,2,0,1,0,0,0,0,0,161,31,28,11,5,3,3,2,10,15,18,12,7,8,2,2,1,0,0,2,0,0,0,1,1081,550,64,60,41,22,19,18,17,58,97,45,32,23,24,9,7,6,2,1,2,2,0,0,1,531,87,64,35,19,20,14,14,55,72,45,27,13,24,9,12,3,6,3,4,3,1,0,1,3307,1611,141,98,76,37,33,35,43,104,177,160,133,110,117,108,72,19,43,23,23,23,22,9,5,1696,140,100,88,37,50,37,24,123,194,121,118,120,100,122,78,14,33,25,26,53,42,27,24,306,99,6,27,46,0,20,207,19,82,89,2,15,83,43,3,9,21,0,10,40,6,8,16,0,10,2,0,0,0,0,0,0,2,0,1,1,0,0
uSF1,TX,000,36,627970,354,188,17,27,20,10,9,4,4,10,23,14,8,12,5,6,2,6,5,2,0,4,0,0,0,166,11,22,18,8,9,2,2,8,20,17,10,7,5,5,7,2,3,3,2,1,3,0,1,48,30,3,6,2,0,1,0,0,2,7,4,0,0,1,1,0,0,1,0,0,2,0,0,0,18,1,2,1,0,1,2,0,1,2,0,2,1,2,0,1,0,0,1,1,0,0,0,0,672,364,31,45,35,19,15,5,7,20,38,29,25,26,17,11,9,9,8,3,2,7,0,2,1,308,26,41,27,17,13,4,3,13,37,22,18,19,13,11,12,4,6,5,4,3,7,2,1,167,84,3,5,3,2,3,3,1,2,12,7,6,8,9,6,8,0,0,1,1,0,1,3,0,83,5,4,2,6,0,2,2,4,7,7,3,11,2,6,4,1,1,0,1,4,6,3,2,45,26,6,12,3,0,5,19,3,12,1,0,3,3,0,0,0,0,0,0,3,2,1,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627972,41,20,1,2,2,2,2,1,1,1,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,2,2,3,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,36,19,3,2,0,0,2,1,1,1,1,0,2,1,0,1,0,0,0,2,1,1,0,0,0,17,2,1,0,0,1,2,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,163,85,5,7,2,3,5,6,3,10,13,7,5,3,4,5,2,0,0,0,2,1,2,0,0,78,3,0,1,1,1,9,7,15,11,8,4,7,5,3,0,0,0,1,0,1,0,0,1,4992,2254,124,123,106,67,32,59,95,168,161,122,133,177,149,149,117,37,46,33,62,98,106,60,30,2738,108,123,103,47,54,127,166,218,152,121,160,169,145,162,118,63,55,40,93,146,169,101,98,463,19,2,3,9,0,5,444,26,368,42,0,8,9,3,0,0,2,0,1,6,0,4,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
uSF1,TX,000,36,627977,29,10,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,19,1,2,2,0,0,0,0,2,2,0,3,3,2,0,0,0,0,0,0,1,0,0,1,42,20,2,1,3,1,0,1,0,2,2,2,0,2,1,1,1,0,0,0,0,0,0,1,0,22,1,3,4,2,1,0,0,0,1,0,2,3,0,2,1,0,0,0,2,0,0,0,0,97,48,1,7,4,2,2,3,1,3,2,0,6,5,4,2,1,1,0,1,0,2,0,1,0,49,5,4,3,4,1,0,1,2,4,1,9,6,4,2,0,0,0,0,0,2,0,0,1,3605,1713,94,134,140,72,19,11,12,17,27,52,118,159,143,130,96,34,55,35,58,113,99,66,29,1892,91,109,113,65,25,7,12,28,30,67,136,180,162,136,104,40,77,38,84,132,132,78,46,61,13,1,1,3,1,7,48,6,23,18,0,1,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627981,119,52,4,5,2,3,1,1,3,1,12,5,4,2,3,3,2,1,0,0,0,0,0,0,0,67,5,6,1,6,3,3,2,8,9,10,3,3,5,1,1,0,0,0,0,0,0,0,1,94,51,14,10,1,0,2,1,1,4,8,4,1,3,0,0,1,0,1,0,0,0,0,0,0,43,9,7,1,1,4,0,1,6,3,6,1,0,2,0,0,0,0,0,0,2,0,0,0,329,149,20,11,8,6,3,2,7,15,25,18,7,8,4,7,3,3,2,0,0,0,0,0,0,180,18,15,10,10,7,6,5,22,21,20,11,11,10,6,2,1,1,2,0,0,1,0,1,3151,1427,83,48,63,31,38,19,37,95,168,97,100,119,99,119,74,23,33,20,29,35,45,33,19,1724,74,57,67,35,53,36,38,143,160,119,120,114,109,116,105,28,40,27,38,55,57,53,80,175,23,1,7,11,0,4,152,4,82,58,0,8,26,10,0,0,7,0,3,16,0,8,6,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627985,61,30,2,2,0,0,1,2,0,5,10,3,1,2,2,0,0,0,0,0,0,0,0,0,0,31,1,2,1,0,0,1,0,7,8,6,3,1,1,0,0,0,0,0,0,0,0,0,0,56,34,7,2,0,0,1,1,0,3,6,5,4,1,1,2,1,0,0,0,0,0,0,0,0,22,2,0,0,1,2,0,1,1,5,3,4,1,1,0,0,0,0,0,1,0,0,0,0,179,98,5,11,1,2,1,2,0,9,32,10,7,5,8,1,1,1,0,0,1,1,0,0,0,81,4,4,4,0,2,3,0,10,22,11,6,3,4,4,1,1,0,1,0,1,0,0,0,2905,1376,57,55,37,34,20,13,16,95,183,133,108,92,103,92,88,29,38,21,25,38,50,33,16,1529,55,45,52,23,23,31,16,143,164,109,87,105,106,110,98,26,36,21,34,63,53,57,72,172,21,1,5,13,0,2,151,6,53,81,0,11,16,4,1,0,2,0,1,12,0,5,6,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0
uSF1,TX,000,36,627989,249,115,12,8,12,5,6,3,1,7,11,11,12,8,6,4,2,2,0,1,1,3,0,0,0,134,12,14,17,11,2,3,6,5,18,10,13,5,6,4,2,0,1,1,1,3,0,0,0,154,70,9,11,7,6,1,1,2,3,6,4,4,3,4,3,1,2,0,0,0,1,2,0,0,84,9,11,9,5,1,2,0,3,4,5,10,2,5,5,3,0,0,2,1,2,3,1,1,664,310,35,24,26,20,14,6,5,20,27,29,27,19,21,14,6,5,2,1,2,3,3,1,0,354,34,40,34,20,6,7,7,17,39,36,31,19,17,13,10,1,3,5,5,7,2,0,1,4475,2084,108,116,138,95,42,16,21,50,87,101,134,182,166,151,96,31,61,48,79,133,127,80,22,2391,102,115,136,86,41,14,10,62,95,121,148,195,179,141,116,47,90,60,122,204,164,87,56,133,46,7,13,13,1,12,87,11,47,22,0,7,33,14,0,2,8,1,3,19,2,8,6,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627996,135,66,7,4,5,5,4,3,0,4,3,6,4,5,8,2,3,0,1,1,1,0,0,0,0,69,4,5,5,4,3,1,1,3,8,5,7,10,4,4,1,0,1,1,1,1,0,0,0,110,63,13,7,8,3,1,2,0,3,3,2,6,0,2,2,2,2,0,1,2,1,1,2,0,47,5,4,7,1,1,1,0,1,3,2,5,4,1,2,3,0,1,0,1,2,2,1,0,479,245,33,29,18,15,8,7,1,9,15,16,24,20,18,10,11,1,2,4,1,2,0,1,0,234,23,19,26,10,7,4,2,12,17,19,20,23,13,11,9,1,3,3,3,4,3,0,2,4065,1861,105,109,93,65,40,7,7,29,75,104,143,142,136,128,131,47,54,51,88,141,102,53,11,2204,128,111,114,82,39,10,10,28,88,117,136,158,136,160,151,60,75,62,108,161,145,88,37,114,37,9,7,14,0,7,77,8,21,35,0,13,21,16,0,1,6,7,2,5,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628003,273,143,15,8,7,7,6,5,2,15,29,12,14,12,4,2,2,2,0,0,0,0,1,0,0,130,20,18,9,5,2,2,4,10,22,12,2,6,3,5,5,0,1,0,1,0,2,0,1,137,80,17,16,6,3,1,1,0,2,8,7,9,2,2,2,1,0,0,0,0,1,1,1,0,57,6,8,1,3,3,0,1,10,6,3,5,1,3,1,0,0,3,0,0,1,1,1,0,693,348,40,29,25,20,14,8,6,32,53,33,34,16,12,9,5,4,0,2,1,1,2,2,0,345,49,37,21,13,11,8,6,31,44,30,18,16,15,12,11,2,2,3,4,4,4,2,2,3147,1427,58,68,65,40,21,22,22,81,95,92,119,101,101,99,74,27,49,35,61,72,64,40,21,1720,58,68,73,43,30,22,20,70,101,84,124,120,114,120,133,43,71,42,61,106,104,73,40,154,39,6,10,10,3,10,115,10,58,40,1,6,19,6,0,1,5,0,0,13,2,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
uSF1,TX,000,36,628007,282,148,16,5,4,2,6,1,7,28,40,17,8,7,5,1,1,0,0,0,0,0,0,0,0,134,8,5,8,2,6,4,8,31,28,15,6,4,4,4,0,0,1,0,0,0,0,0,0,103,62,5,5,0,3,1,0,1,10,21,7,3,4,0,1,0,0,0,0,0,1,0,0,0,41,2,2,0,0,0,3,7,6,8,7,2,2,0,0,0,1,0,0,0,0,1,0,0,580,301,24,11,12,4,11,2,14,52,75,38,23,13,11,5,4,0,1,0,1,0,0,0,0,279,29,13,10,3,15,10,15,54,64,25,16,6,8,6,2,0,1,0,1,0,1,0,0,3345,1558,47,20,16,14,55,53,77,289,336,167,122,96,70,53,33,5,10,8,5,12,19,26,25,1787,44,28,29,15,99,82,109,352,301,117,79,67,65,66,44,14,12,6,13,39,47,68,91,371,22,2,3,16,0,1,349,33,180,125,3,8,55,11,1,0,8,0,2,44,10,14,16,0,4,3,0,0,0,0,0,0,3,0,1,1,0,1
uSF1,TX,000,36,628011,61,29,0,2,0,1,0,0,1,8,12,3,0,0,1,1,0,0,0,0,0,0,0,0,0,32,2,0,1,2,0,1,2,12,3,1,2,5,1,0,0,0,0,0,0,0,0,0,0,94,57,6,6,6,6,1,1,1,11,1,4,2,5,1,1,1,1,1,1,1,0,0,0,0,37,7,3,3,0,1,0,1,5,5,0,2,4,1,3,1,0,1,0,0,0,0,0,0,227,113,10,7,7,6,5,0,2,8,21,10,6,14,7,4,5,0,0,1,0,0,0,0,0,114,8,3,13,3,3,4,4,19,9,9,9,11,6,7,2,0,1,0,0,2,1,0,0,4328,2086,99,139,158,91,45,32,19,98,164,97,162,211,203,188,130,24,51,34,31,50,33,20,7,2242,115,139,181,102,60,32,50,153,157,101,178,215,217,172,106,23,52,27,36,58,37,21,10,180,27,0,6,18,0,3,153,4,91,51,0,7,18,5,0,2,3,0,0,13,1,7,5,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0
uSF1,TX,000,36,628013,234,113,7,13,10,7,8,2,6,12,15,13,5,8,3,2,1,1,0,0,0,0,0,0,0,121,12,7,6,1,5,2,6,22,21,10,9,8,7,5,0,0,0,0,0,0,0,0,0,109,60,16,7,4,0,3,1,7,1,2,4,4,4,2,4,0,0,0,1,0,0,0,0,0,49,12,3,4,3,3,1,0,2,7,6,2,2,1,0,0,2,1,0,0,0,0,0,0,500,232,29,24,14,12,12,4,10,16,31,24,17,17,6,11,3,1,1,0,0,0,0,0,0,268,27,20,20,6,13,5,9,33,42,29,19,23,6,11,5,0,0,0,0,0,0,0,0,3421,1668,142,126,109,52,69,34,39,133,216,149,157,155,89,71,42,12,11,8,13,17,17,6,1,1753,127,116,103,46,59,58,54,158,202,165,168,140,95,80,53,7,18,10,22,42,19,6,5,251,54,7,11,31,0,5,197,9,102,76,2,8,55,14,1,9,2,0,2,41,1,19,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628016,96,53,6,8,4,1,2,1,1,3,5,10,3,4,3,0,1,1,0,0,0,0,0,0,0,43,2,3,1,0,6,1,1,3,8,4,5,3,4,1,0,0,1,0,0,0,0,0,0,90,43,10,3,4,3,0,0,0,2,4,3,2,6,1,3,0,1,0,0,1,0,0,0,0,47,9,4,6,1,3,2,0,2,1,4,5,3,3,1,2,1,0,0,0,0,0,0,0,329,176,27,18,12,8,5,5,1,10,23,23,11,10,9,3,3,4,1,2,1,0,0,0,0,153,17,10,4,2,10,9,3,12,17,17,17,9,8,9,2,4,2,0,0,1,0,0,0,2272,1082,81,78,63,44,18,16,17,45,103,80,86,98,79,83,64,10,25,16,24,26,14,7,5,1190,80,71,64,39,32,21,20,68,97,71,92,91,101,98,75,13,31,17,31,28,26,12,12,104,31,1,6,19,2,3,73,6,30,34,0,3,29,16,3,0,5,6,2,13,0,3,8,0,2,3,0,0,0,0,0,0,3,0,2,1,0,0
uSF1,TX,000,36,628019,363,189,24,27,20,11,8,2,4,9,15,13,18,18,4,10,5,0,0,0,1,0,0,0,0,174,13,16,20,13,4,6,5,8,23,14,18,13,12,6,2,0,0,0,0,0,1,0,0,137,65,13,8,11,4,3,1,1,5,1,4,2,6,1,3,2,0,0,0,0,0,0,0,0,72,6,8,12,8,2,1,1,4,1,6,4,8,2,5,2,1,0,0,0,0,0,1,0,861,430,57,59,46,24,17,4,4,18,36,38,40,33,17,21,9,1,2,0,2,2,0,0,0,431,55,41,47,29,9,10,10,21,44,39,35,32,28,14,10,0,2,2,0,1,1,1,0,2878,1402,78,91,116,77,33,21,20,47,103,91,100,140,140,123,77,26,23,13,23,25,20,11,4,1476,69,101,98,78,32,10,15,58,98,81,113,159,162,146,72,31,27,13,26,33,28,15,11,99,46,6,6,22,1,11,53,3,20,22,0,8,51,36,2,4,22,1,7,15,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628024,159,79,3,5,9,6,2,1,2,5,10,5,6,5,5,8,5,1,1,0,0,0,0,0,0,80,4,10,9,9,2,0,1,6,6,5,8,3,5,7,4,0,0,0,0,1,0,0,0,92,44,7,4,4,9,2,1,1,1,4,0,2,0,2,0,3,1,0,3,0,0,0,0,0,48,13,1,4,4,1,3,3,1,3,1,0,1,5,1,1,0,3,0,2,0,0,1,0,470,227,22,17,23,22,7,2,2,10,19,19,16,20,12,21,9,1,1,2,1,1,0,0,0,243,21,33,23,17,9,3,3,11,17,17,17,17,16,20,13,1,2,1,1,1,0,0,0,3249,1551,63,76,113,76,26,12,7,22,66,64,104,108,137,167,148,59,55,42,43,73,50,28,12,1698,50,67,107,69,41,13,11,42,72,70,127,122,151,198,168,52,78,36,45,83,49,30,17,93,44,6,12,18,0,8,49,3,14,29,0,3,15,13,0,2,5,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628029,656,321,52,37,29,12,11,4,9,19,37,25,31,17,12,10,9,1,2,0,0,2,1,1,0,335,49,51,26,15,17,8,1,20,41,29,21,19,13,9,3,2,5,0,1,2,1,2,0,109,57,13,3,7,1,3,0,1,6,5,3,3,3,4,1,2,0,0,0,1,1,0,0,0,52,7,6,4,5,2,2,1,2,4,3,4,2,1,2,1,2,0,1,1,2,0,0,0,1396,702,103,79,64,36,29,15,12,34,74,58,68,37,24,23,21,5,8,0,1,6,2,2,1,694,89,90,57,33,30,15,7,43,76,70,54,32,33,20,15,4,7,3,3,8,1,4,0,3221,1486,93,83,75,56,26,16,9,51,96,100,119,123,119,89,65,23,37,20,39,85,87,51,24,1735,88,65,77,47,30,14,14,47,94,108,112,128,136,100,98,30,33,26,68,143,135,80,62,170,51,7,8,23,2,11,119,10,49,50,1,9,11,8,2,3,2,0,1,3,0,2,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0
uSF1,TX,000,36,628035,355,172,22,15,20,12,11,5,2,10,11,15,11,9,11,5,5,1,3,1,0,1,0,0,2,183,31,19,16,8,7,5,1,8,11,22,15,8,12,8,4,1,4,1,0,1,0,0,1,74,33,8,9,2,1,0,0,0,0,3,2,1,5,0,0,1,0,0,1,0,0,0,0,0,41,7,9,2,3,1,0,0,0,2,3,4,1,1,1,3,1,1,1,0,0,1,0,0,628,308,34,37,27,15,12,10,2,17,18,28,19,16,23,11,8,3,7,3,3,7,2,2,4,320,42,39,30,16,12,7,2,14,20,33,25,11,20,11,9,3,9,5,1,6,1,3,1,2521,1158,47,70,66,43,20,5,6,33,42,53,88,96,74,64,80,21,38,22,59,101,79,31,20,1363,73,55,57,56,19,6,8,18,45,62,92,95,83,94,85,35,49,42,63,142,110,46,28,73,34,6,9,12,1,6,39,4,17,11,0,7,12,6,1,1,3,0,1,6,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628040,260,135,18,13,12,4,0,4,6,9,19,18,12,5,7,3,2,1,0,0,0,1,1,0,0,125,15,12,11,7,2,1,1,11,15,13,11,9,7,3,3,0,1,0,1,0,1,1,0,107,49,9,6,4,1,1,0,2,1,4,6,3,2,4,1,1,0,2,0,2,0,0,0,0,58,12,7,3,5,0,0,1,2,8,4,3,1,4,1,1,2,1,0,1,1,1,0,0,609,297,41,33,23,10,10,8,7,15,34,31,24,9,22,11,4,1,3,2,2,1,5,0,1,312,40,27,24,25,6,2,2,20,32,37,23,19,19,12,7,3,2,3,3,2,3,1,0,2159,1033,55,52,73,38,27,12,14,26,66,71,73,90,98,93,54,24,29,17,29,37,26,21,8,1126,50,57,62,31,30,15,12,31,69,72,75,101,111,94,68,33,25,28,42,51,39,18,12,81,25,1,4,11,0,9,56,4,19,30,0,3,29,11,0,2,8,0,1,18,3,7,5,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0
