FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012J001,PCT012J002,PCT012J003,PCT012J004,PCT012J005,PCT012J006,PCT012J007,PCT012J008,PCT012J009,PCT012J010,PCT012J011,PCT012J012,PCT012J013,PCT012J014,PCT012J015,PCT012J016,PCT012J017,PCT012J018,PCT012J019,PCT012J020,PCT012J021,PCT012J022,PCT012J023,PCT012J024,PCT012J025,PCT012J026,PCT012J027,PCT012J028,PCT012J029,PCT012J030,PCT012J031,PCT012J032,PCT012J033,PCT012J034,PCT012J035,PCT012J036,PCT012J037,PCT012J038,PCT012J039,PCT012J040,PCT012J041,PCT012J042,PCT012J043,PCT012J044,PCT012J045,PCT012J046,PCT012J047,PCT012J048,PCT012J049,PCT012J050,PCT012J051,PCT012J052,PCT012J053,PCT012J054,PCT012J055,PCT012J056,PCT012J057,PCT012J058,PCT012J059,PCT012J060,PCT012J061,PCT012J062,PCT012J063,PCT012J064,PCT012J065,PCT012J066,PCT012J067,PCT012J068,PCT012J069,PCT012J070,PCT012J071,PCT012J072,PCT012J073,PCT012J074,PCT012J075,PCT012J076,PCT012J077,PCT012J078,PCT012J079,PCT012J080,PCT012J081,PCT012J082,PCT012J083,PCT012J084,PCT012J085,PCT012J086,PCT012J087,PCT012J088,PCT012J089,PCT012J090,PCT012J091,PCT012J092,PCT012J093,PCT012J094,PCT012J095,PCT012J096,PCT012J097,PCT012J098,PCT012J099,PCT012J100,PCT012J101,PCT012J102,PCT012J103,PCT012J104,PCT012J105,PCT012J106,PCT012J107,PCT012J108,PCT012J109,PCT012J110,PCT012J111,PCT012J112,PCT012J113,PCT012J114,PCT012J115,PCT012J116,PCT012J117,PCT012J118,PCT012J119,PCT012J120,PCT012J121,PCT012J122,PCT012J123,PCT012J124,PCT012J125,PCT012J126,PCT012J127,PCT012J128,PCT012J129,PCT012J130,PCT012J131,PCT012J132,PCT012J133,PCT012J134,PCT012J135,PCT012J136,PCT012J137,PCT012J138,PCT012J139,PCT012J140,PCT012J141,PCT012J142,PCT012J143,PCT012J144,PCT012J145,PCT012J146,PCT012J147,PCT012J148,PCT012J149,PCT012J150,PCT012J151,PCT012J152,PCT012J153,PCT012J154,PCT012J155,PCT012J156,PCT012J157,PCT012J158,PCT012J159,PCT012J160,PCT012J161,PCT012J162,PCT012J163,PCT012J164,PCT012J165,PCT012J166,PCT012J167,PCT012J168,PCT012J169,PCT012J170,PCT012J171,PCT012J172,PCT012J173,PCT012J174,PCT012J175,PCT012J176,PCT012J177,PCT012J178,PCT012J179,PCT012J180,PCT012J181,PCT012J182,PCT012J183,PCT012J184,PCT012J185,PCT012J186,PCT012J187,PCT012J188,PCT012J189,PCT012J190,PCT012J191,PCT012J192,PCT012J193,PCT012J194,PCT012J195,PCT012J196,PCT012J197,PCT012J198,PCT012J199,PCT012J200,PCT012J201,PCT012J202,PCT012J203,PCT012J204,PCT012J205,PCT012J206,PCT012J207,PCT012J208,PCT012J209
uSF1,TX,000,36,602162,182713,85968,1625,1633,1644,1592,1662,1646,1706,1801,1783,1789,1760,1820,1769,1721,1748,1677,1616,1581,1394,1344,1293,1260,1166,1166,1162,1298,1163,1396,1329,1446,1505,1385,1413,1443,1452,1613,1552,1658,1533,1490,1552,1449,1417,1302,1262,1256,1119,1086,1013,963,965,800,810,749,563,598,548,526,467,485,404,396,388,368,349,381,314,309,278,263,260,246,229,200,215,179,157,147,130,123,94,74,97,61,53,43,45,31,30,28,22,16,15,19,12,4,7,7,4,1,4,1,0,96745,1495,1578,1571,1517,1623,1590,1655,1711,1734,1781,1777,1669,1771,1679,1643,1593,1555,1650,1507,1471,1489,1438,1346,1408,1491,1522,1568,1570,1758,1694,1814,1636,1730,1680,1830,1884,1805,1779,1721,1696,1720,1640,1613,1543,1512,1448,1349,1202,1176,1163,1133,1063,899,842,652,692,703,624,581,626,514,489,504,464,453,506,408,436,400,389,391,347,347,319,342,283,277,222,239,206,207,161,161,161,113,122,104,82,92,84,61,48,52,37,29,25,20,12,8,11,7,1,1
uSF1,TX,000,36,602163,52952,25416,542,505,513,510,565,536,595,595,552,580,537,546,550,521,496,464,439,413,397,410,395,411,397,410,416,440,386,474,455,493,566,496,479,538,503,516,536,606,508,476,510,465,451,406,377,386,316,279,271,240,230,194,154,162,115,127,106,93,74,82,57,67,51,45,42,38,27,38,36,24,19,17,16,13,25,12,18,11,8,10,5,2,5,5,2,3,2,1,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,27536,453,497,499,468,513,520,535,545,534,564,588,513,532,530,482,441,446,419,437,465,467,470,455,521,463,510,538,556,598,607,637,603,628,567,632,696,573,592,575,560,556,527,528,446,423,334,340,282,269,253,264,255,164,151,111,116,113,76,89,104,68,66,59,53,47,67,39,48,29,43,46,33,26,27,30,26,29,15,24,16,21,8,12,12,4,11,2,6,6,5,3,5,7,1,3,3,2,2,1,0,1,0,0
uSF1,TX,000,36,607260,117020,54128,971,1007,1018,969,986,992,995,1084,1101,1083,1107,1140,1079,1044,1134,1066,1078,1062,911,863,814,795,687,670,649,740,685,807,788,820,818,782,801,761,816,968,868,933,893,867,881,858,817,766,755,779,714,713,640,649,641,534,600,526,407,437,407,400,377,373,322,305,321,307,292,332,274,266,236,228,235,225,207,183,185,167,138,135,119,107,87,69,91,54,50,39,43,28,25,27,20,14,14,18,11,4,7,7,4,1,4,1,0,62892,939,974,946,934,999,954,1004,1031,1072,1074,1060,1028,1122,1014,1064,1038,1022,1109,993,946,934,907,832,828,943,907,933,906,1036,967,1034,897,980,977,1053,1064,1047,1035,1016,1009,1032,990,967,964,955,1003,890,848,808,841,801,726,693,641,509,541,553,522,468,502,425,407,424,401,395,428,361,377,358,338,337,310,317,286,307,248,242,204,212,184,179,148,146,144,105,110,100,75,84,77,58,42,45,35,26,21,18,10,7,11,6,1,1
uSF1,TX,000,36,621345,12741,6424,112,121,113,113,111,118,116,122,130,126,116,134,140,156,118,147,99,106,86,71,84,54,82,86,97,118,92,115,86,133,121,107,133,144,133,129,148,119,132,147,161,126,149,130,130,91,89,94,102,74,94,72,56,61,41,34,35,33,16,30,25,24,16,16,15,11,13,5,6,11,6,4,6,4,5,0,1,1,3,6,2,3,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6317,103,107,126,115,111,116,116,135,128,143,129,128,117,135,97,114,87,122,77,60,88,61,59,59,85,105,97,108,124,120,143,136,122,136,145,124,185,152,130,127,132,123,118,133,134,111,119,72,99,69,68,82,42,50,32,35,37,26,24,20,21,16,21,10,11,11,8,11,13,8,8,4,4,6,5,9,6,3,3,6,7,5,3,5,4,1,2,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627593,126,56,3,0,1,0,2,1,0,0,0,0,1,0,3,1,3,1,0,1,2,1,2,2,0,2,0,0,0,2,2,1,0,1,1,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,1,0,0,1,0,0,2,0,2,0,1,2,1,4,1,4,0,3,0,0,1,3,0,0,0,0,0,0,0,1,2,1,2,0,2,3,1,1,1,2,0,1,0,0,2,0,4,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627600,75,41,1,3,1,1,2,0,1,0,0,0,1,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,2,0,0,2,1,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,2,0,1,1,4,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,2,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627607,28,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627612,15,10,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627618,778,343,2,1,2,3,3,1,5,1,5,1,5,7,4,10,3,4,8,2,5,5,7,5,2,2,1,1,2,0,1,1,3,6,3,0,5,4,8,5,9,2,1,3,8,7,5,5,7,9,5,5,3,7,4,4,1,2,4,6,4,5,6,1,4,9,1,5,3,2,4,1,7,4,6,5,6,8,1,2,6,3,4,1,1,0,1,1,4,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,435,4,1,4,4,3,3,6,3,5,3,4,6,6,6,6,4,6,5,6,6,8,6,2,4,2,4,2,3,1,3,3,6,1,1,3,6,2,3,5,2,5,10,7,6,4,7,1,6,8,5,2,3,5,4,7,5,1,5,8,8,5,5,4,2,7,10,6,7,7,6,7,7,5,4,15,9,6,4,9,5,3,4,4,1,0,5,3,5,3,4,5,0,1,1,0,0,0,0,0,1,0,0,0
uSF1,TX,000,36,627624,63,29,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,2,0,0,1,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,1,0,1,0,1,0,0,1,4,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627631,709,292,9,7,5,7,4,4,3,5,8,8,12,5,7,8,10,6,5,9,2,2,4,6,4,5,4,8,3,1,2,2,1,1,6,3,4,2,3,4,4,7,3,2,8,3,1,6,2,4,3,4,4,2,5,2,2,1,1,1,2,2,3,1,0,1,0,3,4,3,1,2,0,2,1,1,2,1,1,0,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417,4,9,4,9,5,5,8,8,10,8,3,7,11,9,6,8,7,8,12,8,5,5,1,8,2,3,1,4,6,4,6,7,3,6,5,4,3,8,7,5,5,8,6,5,3,6,4,2,4,4,5,7,4,10,4,7,4,2,6,2,5,2,2,3,3,4,3,4,4,6,2,4,0,1,5,3,2,2,4,2,4,0,3,0,2,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627638,76,40,1,1,0,2,0,0,1,4,1,3,0,1,2,2,1,1,4,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,1,2,2,0,0,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627646,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627650,611,114,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,6,10,18,6,3,8,6,2,11,4,3,3,5,1,1,1,4,1,2,0,3,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,1,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,4,6,9,10,7,14,20,15,13,21,19,13,22,20,21,23,10,14,14,11,19,19,13,12,9,18,11,9,11,8,9,7,4,7,4,2,2,1,3,3,6,7,5,1,0,1,3,2,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627654,29,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627660,91,71,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,3,3,0,2,3,2,1,5,4,5,2,4,1,3,0,2,1,2,1,4,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627667,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627671,1330,938,11,13,5,4,6,5,3,3,4,6,5,2,3,2,2,3,4,17,29,37,42,25,29,25,21,17,16,24,24,25,29,32,25,30,30,38,25,22,32,22,18,25,27,18,13,21,18,12,13,9,9,9,7,5,4,4,4,5,3,1,0,2,1,1,2,0,1,0,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,392,7,9,8,6,5,4,4,4,5,2,4,3,1,0,0,1,1,4,11,18,13,11,11,7,19,10,15,8,11,8,9,8,14,11,9,11,3,12,11,6,9,7,7,7,3,8,5,3,4,6,3,3,3,1,2,1,0,1,0,0,1,0,2,0,1,0,0,2,0,0,1,1,0,2,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627674,237,118,4,0,0,0,0,1,1,0,0,0,5,2,2,0,0,2,1,2,2,1,0,1,2,2,1,1,1,2,1,2,1,0,2,1,1,3,2,0,1,1,4,3,2,1,4,1,3,1,2,2,1,1,1,4,2,3,2,0,1,4,2,1,1,0,3,1,0,3,1,0,1,0,1,3,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0,2,0,0,0,2,1,3,0,0,2,2,0,3,1,0,4,0,0,2,0,0,1,0,1,0,0,0,0,2,2,4,1,2,0,0,0,1,0,2,0,3,1,0,6,4,2,1,1,5,2,1,2,5,0,2,0,1,0,1,0,0,1,1,2,0,1,1,1,1,0,2,3,1,4,6,1,5,3,0,2,1,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627677,70,34,0,0,2,1,1,1,2,0,0,0,1,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
uSF1,TX,000,36,627680,327,154,2,3,2,2,0,4,0,1,0,0,2,2,3,1,2,0,2,2,1,2,2,3,0,1,1,2,2,1,1,3,2,3,2,0,3,3,0,5,6,1,2,2,1,6,3,1,3,3,2,2,2,1,0,2,2,2,3,0,0,2,0,0,1,1,1,1,3,2,0,2,3,0,5,3,4,1,0,0,2,2,0,1,1,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,173,1,4,0,2,1,1,1,1,1,1,0,2,4,0,6,3,3,5,2,4,2,1,1,2,0,0,2,0,1,0,2,1,0,0,2,1,2,2,3,4,3,3,2,1,1,2,6,3,3,6,4,3,2,0,2,2,1,1,0,3,0,3,1,0,2,1,2,1,3,1,1,2,2,4,2,4,2,3,2,2,2,2,4,1,1,0,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
uSF1,TX,000,36,627687,1179,526,12,9,14,7,14,16,11,15,12,14,18,13,11,18,9,12,8,11,8,6,8,11,6,7,4,7,6,9,8,9,12,9,8,11,9,11,9,14,8,7,7,7,4,7,3,8,5,5,2,8,5,8,2,9,3,2,2,1,3,5,4,2,1,0,0,0,0,1,2,0,0,0,1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,653,11,5,12,9,14,16,17,17,14,11,17,13,12,15,8,9,10,17,18,7,11,5,5,3,8,9,13,4,12,13,14,11,10,6,6,20,8,15,13,11,9,5,13,13,8,14,9,8,10,8,9,4,12,7,3,1,6,2,1,4,2,0,3,0,1,0,5,3,3,4,3,1,2,1,1,5,0,1,1,6,3,1,1,3,0,1,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627692,1226,555,13,8,10,9,16,9,11,9,14,12,15,10,11,6,12,12,10,9,11,8,8,3,3,4,8,7,4,12,7,8,11,7,7,3,5,7,7,13,6,6,3,6,6,9,10,10,6,8,6,3,2,8,6,4,3,5,8,6,3,5,3,4,2,5,4,2,6,5,5,7,4,1,7,2,3,2,6,6,0,5,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,671,9,16,10,14,9,9,11,9,12,16,13,8,11,8,13,11,8,7,13,10,6,7,4,9,10,9,8,15,5,7,9,6,9,10,4,7,6,9,11,8,11,3,17,12,7,12,9,9,5,2,8,9,10,12,7,4,4,4,3,4,6,7,4,5,9,6,9,7,13,6,11,12,8,2,5,8,3,6,1,1,2,2,1,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627697,1341,627,14,11,10,15,16,21,18,12,10,10,13,16,16,9,16,15,7,13,9,8,8,6,4,6,8,12,8,7,14,11,19,13,6,11,6,18,15,12,12,14,19,15,6,9,9,5,10,8,5,4,10,5,5,8,4,2,2,0,3,3,2,2,1,1,1,2,1,2,0,3,2,3,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,13,10,10,10,6,10,13,18,18,13,13,12,19,13,10,14,14,20,11,9,9,13,6,7,7,10,16,13,13,10,15,14,13,14,18,7,16,13,9,15,22,13,12,10,14,16,11,16,8,7,11,5,3,6,5,10,7,4,2,3,0,2,4,3,0,2,1,1,3,0,1,2,4,1,0,2,1,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627703,914,422,12,3,7,6,8,11,8,7,9,14,15,4,12,9,19,5,9,11,6,7,3,5,4,3,3,7,4,3,5,3,11,5,6,4,6,9,4,6,5,6,13,10,3,15,4,5,5,4,9,5,5,3,5,3,1,1,4,4,4,2,1,3,3,0,2,2,2,1,0,2,2,3,1,0,0,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,492,4,8,12,10,13,10,10,9,6,14,12,11,12,10,13,10,3,6,4,6,6,9,7,3,3,6,3,6,4,12,10,8,11,8,5,7,12,5,9,12,10,6,6,4,5,9,1,1,7,7,10,7,4,7,1,1,7,3,5,3,4,4,2,2,4,8,2,0,3,1,1,2,1,0,1,3,2,1,1,3,2,1,0,2,0,2,0,1,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0
uSF1,TX,000,36,627708,1778,801,21,16,19,14,13,25,22,24,24,15,22,21,18,16,18,10,16,21,6,13,18,15,9,6,13,8,5,6,10,15,16,16,19,13,9,15,15,18,9,8,11,8,16,8,13,10,9,14,6,8,7,2,4,10,10,9,5,4,4,7,3,9,4,3,2,2,2,0,3,1,0,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,977,24,13,20,19,20,12,19,19,18,21,17,15,20,16,12,16,15,21,11,13,15,9,16,9,13,9,14,11,24,20,11,11,14,16,19,18,11,19,13,17,15,19,16,24,17,18,18,15,9,18,17,5,9,12,7,9,9,8,5,3,13,6,6,6,3,3,1,3,2,1,5,3,3,4,4,2,2,1,0,1,1,1,1,2,1,3,5,4,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0
uSF1,TX,000,36,627713,676,321,6,7,5,8,8,7,3,6,8,6,7,6,3,8,7,12,11,8,8,7,2,3,2,4,3,9,2,3,4,5,3,5,3,5,6,4,7,8,4,1,1,5,7,1,3,5,1,7,1,3,1,2,8,0,4,1,2,1,4,0,1,3,3,2,1,2,4,2,1,0,1,1,1,2,1,5,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,355,4,4,4,3,6,5,5,3,11,4,10,5,10,3,5,3,8,10,1,4,4,4,5,5,7,3,9,2,4,1,7,6,5,4,11,11,7,5,5,11,4,0,10,7,4,4,5,3,7,2,5,4,2,4,3,5,3,2,0,1,1,1,6,0,3,2,5,1,2,4,1,3,0,0,2,2,0,1,3,1,1,3,0,2,0,1,0,0,3,0,0,0,3,1,0,1,3,0,0,0,0,0,0
uSF1,TX,000,36,627719,474,229,2,1,3,4,3,4,1,3,3,4,0,2,2,3,2,5,6,6,6,0,0,2,2,2,3,4,3,4,3,1,4,2,4,0,6,6,4,3,3,2,9,1,6,3,6,8,3,6,3,2,2,2,4,2,1,1,2,2,3,3,3,0,2,1,0,4,1,0,0,1,0,1,6,2,4,2,4,1,4,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,245,2,2,0,2,4,2,1,3,3,4,4,2,4,4,5,5,3,8,1,0,3,5,1,2,1,4,3,1,0,3,3,2,6,3,4,4,6,5,2,4,2,1,4,2,3,3,5,2,4,3,4,7,3,4,3,2,4,3,3,1,2,1,1,3,2,4,6,3,1,5,4,4,4,1,3,2,3,1,2,2,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
