FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012B001,PCT012B002,PCT012B003,PCT012B004,PCT012B005,PCT012B006,PCT012B007,PCT012B008,PCT012B009,PCT012B010,PCT012B011,PCT012B012,PCT012B013,PCT012B014,PCT012B015,PCT012B016,PCT012B017,PCT012B018,PCT012B019,PCT012B020,PCT012B021,PCT012B022,PCT012B023,PCT012B024,PCT012B025,PCT012B026,PCT012B027,PCT012B028,PCT012B029,PCT012B030,PCT012B031,PCT012B032,PCT012B033,PCT012B034,PCT012B035,PCT012B036,PCT012B037,PCT012B038,PCT012B039,PCT012B040,PCT012B041,PCT012B042,PCT012B043,PCT012B044,PCT012B045,PCT012B046,PCT012B047,PCT012B048,PCT012B049,PCT012B050,PCT012B051,PCT012B052,PCT012B053,PCT012B054,PCT012B055,PCT012B056,PCT012B057,PCT012B058,PCT012B059,PCT012B060,PCT012B061,PCT012B062,PCT012B063,PCT012B064,PCT012B065,PCT012B066,PCT012B067,PCT012B068,PCT012B069,PCT012B070,PCT012B071,PCT012B072,PCT012B073,PCT012B074,PCT012B075,PCT012B076,PCT012B077,PCT012B078,PCT012B079,PCT012B080,PCT012B081,PCT012B082,PCT012B083,PCT012B084,PCT012B085,PCT012B086,PCT012B087,PCT012B088,PCT012B089,PCT012B090,PCT012B091,PCT012B092,PCT012B093,PCT012B094,PCT012B095,PCT012B096,PCT012B097,PCT012B098,PCT012B099,PCT012B100,PCT012B101,PCT012B102,PCT012B103,PCT012B104,PCT012B105,PCT012B106,PCT012B107,PCT012B108,PCT012B109,PCT012B110,PCT012B111,PCT012B112,PCT012B113,PCT012B114,PCT012B115,PCT012B116,PCT012B117,PCT012B118,PCT012B119,PCT012B120,PCT012B121,PCT012B122,PCT012B123,PCT012B124,PCT012B125,PCT012B126,PCT012B127,PCT012B128,PCT012B129,PCT012B130,PCT012B131,PCT012B132,PCT012B133,PCT012B134,PCT012B135,PCT012B136,PCT012B137,PCT012B138,PCT012B139,PCT012B140,PCT012B141,PCT012B142,PCT012B143,PCT012B144,PCT012B145,PCT012B146,PCT012B147,PCT012B148,PCT012B149,PCT012B150,PCT012B151,PCT012B152,PCT012B153,PCT012B154,PCT012B155,PCT012B156,PCT012B157,PCT012B158,PCT012B159,PCT012B160,PCT012B161,PCT012B162,PCT012B163,PCT012B164,PCT012B165,PCT012B166,PCT012B167,PCT012B168,PCT012B169,PCT012B170,PCT012B171,PCT012B172,PCT012B173,PCT012B174,PCT012B175,PCT012B176,PCT012B177,PCT012B178,PCT012B179,PCT012B180,PCT012B181,PCT012B182,PCT012B183,PCT012B184,PCT012B185,PCT012B186,PCT012B187,PCT012B188,PCT012B189,PCT012B190,PCT012B191,PCT012B192,PCT012B193,PCT012B194,PCT012B195,PCT012B196,PCT012B197,PCT012B198,PCT012B199,PCT012B200,PCT012B201,PCT012B202,PCT012B203,PCT012B204,PCT012B205,PCT012B206,PCT012B207,PCT012B208,PCT012B209
uSF1,TX,000,36,602162,185143,87169,1671,1677,1688,1638,1692,1683,1734,1845,1813,1815,1784,1849,1795,1738,1767,1698,1645,1601,1419,1369,1316,1284,1203,1180,1180,1319,1184,1415,1348,1469,1533,1400,1434,1467,1472,1636,1571,1673,1546,1503,1566,1456,1428,1311,1271,1274,1129,1099,1020,971,971,803,817,754,566,603,553,526,469,490,406,401,388,371,354,382,317,309,280,263,261,248,232,200,217,179,158,148,131,123,94,74,98,62,53,43,45,31,30,28,22,16,15,19,12,4,7,7,4,1,4,1,0,97974,1533,1624,1614,1554,1654,1621,1686,1749,1764,1808,1811,1699,1800,1699,1676,1614,1566,1669,1530,1493,1517,1459,1370,1426,1522,1543,1587,1604,1785,1712,1841,1647,1744,1697,1845,1896,1824,1805,1738,1710,1736,1651,1622,1552,1520,1460,1361,1214,1186,1171,1143,1071,902,846,656,700,709,628,583,631,518,491,504,470,456,507,413,441,402,392,392,350,347,322,343,285,280,222,240,207,209,163,162,162,114,123,105,83,93,86,61,49,52,37,29,26,20,12,8,11,7,1,1
uSF1,TX,000,36,602163,53703,25757,565,526,525,521,574,549,602,613,557,588,545,554,557,522,500,470,444,418,403,417,402,419,411,416,423,443,397,479,462,500,571,502,483,539,508,527,543,610,511,480,513,465,451,408,378,391,318,282,272,241,231,194,157,165,116,127,109,93,74,82,57,67,51,45,43,38,28,38,36,24,19,17,16,13,26,12,18,11,8,10,5,2,5,5,2,3,2,1,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,27946,461,509,518,482,522,531,549,564,546,571,599,522,540,533,493,446,447,425,445,472,478,472,466,527,473,517,543,569,607,617,649,609,634,570,635,702,581,603,580,566,563,532,529,450,427,338,344,285,271,255,267,258,165,152,111,118,116,78,89,105,69,66,59,55,49,67,40,48,29,45,46,35,26,28,30,26,29,15,24,16,21,10,12,12,4,11,2,6,7,5,3,5,7,1,3,3,2,2,1,0,1,0,0
uSF1,TX,000,36,607260,118405,54813,990,1026,1046,996,1003,1015,1013,1104,1124,1097,1116,1156,1094,1053,1147,1078,1098,1074,923,878,827,807,703,676,658,753,694,818,795,830,837,791,814,777,823,978,876,944,900,874,892,865,826,771,763,790,720,722,646,654,644,536,603,528,409,442,408,400,379,378,323,310,321,309,296,333,276,266,238,228,236,227,210,183,186,167,139,136,120,107,87,69,92,55,50,39,43,28,25,27,20,14,14,18,11,4,7,7,4,1,4,1,0,63592,967,1004,968,957,1018,972,1017,1050,1084,1092,1078,1047,1141,1030,1083,1050,1029,1118,1006,957,948,926,840,840,962,921,944,926,1050,974,1044,901,986,987,1063,1070,1057,1045,1024,1016,1039,996,975,966,959,1010,897,855,814,846,806,731,695,643,513,545,555,524,470,506,428,408,424,405,396,429,365,382,360,339,338,311,317,288,308,250,244,204,213,185,181,148,147,145,106,111,101,76,84,79,58,43,45,35,26,22,18,10,7,11,6,1,1
uSF1,TX,000,36,621345,13035,6599,116,125,117,121,115,119,119,128,132,130,123,139,144,163,120,150,103,109,93,74,87,58,89,88,99,123,93,118,91,139,125,107,137,151,141,131,152,119,135,149,161,126,151,132,130,93,91,95,102,76,96,73,57,61,41,34,36,33,16,30,26,24,16,17,15,11,13,5,6,11,6,4,6,4,5,0,1,1,3,6,2,3,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6436,105,111,128,115,114,118,120,135,134,145,134,130,119,136,100,118,90,126,79,64,91,61,64,59,87,105,100,109,128,121,148,137,124,140,147,124,186,157,134,128,134,123,118,136,134,112,120,74,101,70,70,82,42,51,32,37,38,26,24,20,21,17,21,10,11,11,8,11,13,8,8,4,4,6,5,9,7,3,3,6,7,5,3,5,4,1,2,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627593,136,62,3,0,1,0,2,1,1,0,0,0,1,0,4,1,3,1,0,1,3,2,2,3,0,2,0,0,0,2,2,1,0,1,1,0,0,0,3,1,2,0,0,0,1,1,0,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,1,0,0,2,0,0,2,0,2,0,2,2,1,4,1,4,0,3,0,0,2,3,0,0,1,0,0,0,0,1,2,1,2,0,2,3,1,1,1,2,0,1,0,0,2,0,4,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627600,102,54,2,4,1,1,2,0,1,0,0,0,1,0,1,3,0,2,2,1,0,1,1,2,0,1,0,1,2,1,1,0,0,0,2,0,0,2,2,1,1,0,1,1,0,0,1,1,1,2,0,2,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,2,0,1,1,4,0,2,1,0,2,1,1,1,1,0,1,1,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,1,2,2,1,2,0,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627607,31,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627612,30,16,1,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627618,806,365,2,1,2,3,3,1,5,1,5,1,5,8,5,10,3,4,8,2,5,7,7,5,4,2,1,2,5,0,1,4,3,6,3,0,6,4,8,8,9,2,4,4,9,7,5,5,7,9,5,5,3,7,4,4,1,2,4,6,4,5,6,1,4,9,1,5,3,2,4,1,7,4,6,5,6,8,1,2,6,3,4,1,1,0,1,1,4,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,441,4,1,4,4,3,4,6,4,5,4,4,6,6,6,6,4,6,5,6,6,8,7,2,4,2,4,2,4,1,3,3,7,1,1,3,6,2,3,5,2,5,10,7,6,4,7,1,6,8,5,2,3,5,4,7,5,1,5,8,8,5,5,4,2,7,10,6,7,7,6,7,7,5,4,15,9,6,4,9,5,3,4,4,1,0,5,3,5,3,4,5,0,1,1,0,0,0,0,0,1,0,0,0
uSF1,TX,000,36,627624,89,40,0,1,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,2,0,2,2,2,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,4,0,0,1,2,1,0,1,0,0,2,5,0,1,2,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627631,718,296,9,7,5,7,5,4,3,5,8,8,12,6,7,8,10,6,5,9,2,2,4,6,4,5,4,8,3,1,2,2,2,1,6,3,4,2,3,4,4,7,3,2,9,3,1,6,2,4,3,4,4,2,5,2,2,1,1,1,2,2,3,1,0,1,0,3,4,3,1,2,0,2,1,1,2,1,1,0,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,422,4,9,5,9,5,5,8,8,10,8,4,7,12,9,6,8,7,8,12,8,5,5,1,8,2,3,1,4,7,4,6,7,3,6,5,4,3,8,7,5,5,8,6,5,3,6,4,2,4,4,5,7,4,10,4,7,4,2,6,2,5,2,2,3,3,4,3,4,4,6,2,4,0,1,5,3,3,2,4,2,4,0,3,0,2,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627638,82,42,1,1,1,2,1,0,1,4,1,3,0,1,2,2,1,1,4,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,2,2,2,1,0,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627646,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627650,624,117,1,1,0,2,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,6,10,18,6,3,8,6,2,11,4,3,4,5,1,1,1,4,1,2,0,3,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,1,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,4,7,9,10,8,14,20,15,13,21,19,13,22,20,22,23,11,14,14,11,20,19,14,12,10,18,11,9,12,10,9,7,4,7,4,2,2,1,3,3,6,7,5,1,0,1,3,2,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627654,29,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627660,111,82,0,1,0,2,0,0,1,0,0,1,1,1,1,0,1,1,2,1,0,0,2,1,0,0,2,0,1,1,1,0,3,3,0,2,3,3,1,5,4,5,2,4,1,3,0,2,2,2,1,4,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,3,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,3,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627667,17,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627671,1332,939,11,13,5,4,6,5,3,3,4,6,5,2,3,2,2,3,4,17,29,37,42,25,30,25,21,17,16,24,24,25,29,32,25,30,30,38,25,22,32,22,18,25,27,18,13,21,18,12,13,9,9,9,7,5,4,4,4,5,3,1,0,2,1,1,2,0,1,0,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,393,7,9,8,6,5,4,4,4,5,2,4,3,1,0,0,1,1,4,11,18,13,11,11,7,19,10,15,8,11,8,9,8,14,11,9,11,3,12,11,6,9,7,7,8,3,8,5,3,4,6,3,3,3,1,2,1,0,1,0,0,1,0,2,0,1,0,0,2,0,0,1,1,0,2,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627674,245,121,4,0,0,0,0,1,1,1,0,0,5,2,2,0,0,3,1,2,2,1,0,1,2,2,1,1,1,2,1,2,2,0,2,1,1,3,2,0,1,1,4,3,2,1,4,1,3,1,2,2,1,1,1,4,2,3,2,0,1,4,2,1,1,0,3,1,0,3,1,0,1,0,1,3,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,0,2,0,1,0,2,1,3,0,0,2,2,0,3,1,0,4,1,0,3,0,0,1,0,1,0,0,0,1,2,2,4,1,2,0,0,0,2,0,2,0,3,1,0,6,4,2,1,1,5,2,1,2,5,0,2,0,1,0,1,0,0,1,1,2,0,1,1,1,1,0,2,3,1,4,6,1,5,3,0,2,1,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627677,74,37,0,0,2,1,1,1,2,0,0,1,2,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
uSF1,TX,000,36,627680,333,157,2,3,2,2,0,4,0,2,0,0,2,3,3,1,2,0,2,2,1,2,2,3,0,1,1,2,2,1,1,3,2,3,2,1,3,3,0,5,6,1,2,2,1,6,3,1,3,3,2,2,2,1,0,2,2,2,3,0,0,2,0,0,1,1,1,1,3,2,0,2,3,0,5,3,4,1,0,0,2,2,0,1,1,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,176,1,4,0,2,1,1,1,1,1,1,0,2,4,1,6,3,4,5,2,4,2,1,1,2,0,0,2,0,1,1,2,1,0,0,2,1,2,2,3,4,3,3,2,1,1,2,6,3,3,6,4,3,2,0,2,2,1,1,0,3,0,3,1,0,2,1,2,1,3,1,1,2,2,4,2,4,2,3,2,2,2,2,4,1,1,0,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
uSF1,TX,000,36,627687,1191,530,12,9,14,7,14,16,11,15,12,14,18,13,12,19,9,12,8,11,8,6,8,11,6,7,4,7,6,9,8,9,12,9,8,11,9,11,9,14,8,7,7,7,4,7,4,8,5,5,2,8,5,8,2,9,3,2,2,1,3,5,4,2,1,0,0,0,1,1,2,0,0,0,1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,661,11,6,12,9,14,16,17,18,14,12,18,13,12,15,8,9,10,17,18,7,11,5,5,3,8,9,13,5,13,13,14,11,10,6,6,20,8,15,13,11,9,5,13,13,8,14,9,8,10,8,9,4,12,7,3,1,6,2,1,5,2,0,3,0,1,0,5,3,3,4,3,1,2,1,1,5,0,1,1,6,3,1,2,3,0,1,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627692,1236,561,14,8,10,9,16,9,12,9,14,12,15,11,11,6,12,12,10,9,11,8,8,3,3,4,8,7,4,12,7,8,12,7,9,3,5,7,7,13,6,6,3,6,6,9,10,10,6,8,6,3,2,8,6,4,3,5,8,6,3,5,3,4,2,5,4,2,6,5,5,7,4,1,7,2,3,2,6,6,0,5,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,675,9,16,10,14,9,10,11,9,12,17,13,8,11,8,13,11,8,7,13,10,6,7,4,9,10,10,8,15,5,7,9,7,9,10,4,7,6,9,11,8,11,3,17,12,7,12,9,9,5,2,8,9,10,12,7,4,4,4,3,4,6,7,4,5,9,6,9,7,13,6,11,12,8,2,5,8,3,6,1,1,2,2,1,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627697,1355,635,14,11,11,17,16,21,18,12,10,12,13,16,16,9,16,15,7,14,9,8,8,6,4,6,8,12,8,7,14,11,19,13,6,12,6,18,15,12,12,15,19,15,6,9,9,5,10,8,5,4,10,5,5,8,4,2,2,0,3,3,2,2,1,1,1,2,1,2,0,3,2,3,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,13,11,10,10,6,10,13,18,18,13,13,12,20,13,10,14,14,20,11,9,9,14,6,7,7,11,17,14,13,10,15,14,13,14,18,7,16,13,9,15,22,13,12,10,14,16,11,16,8,7,11,5,3,6,5,10,7,4,2,3,0,2,4,3,0,2,1,1,3,0,1,2,4,1,0,2,1,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627703,923,426,13,3,7,6,8,11,8,7,9,14,15,4,12,9,19,5,9,11,6,8,3,5,4,3,3,8,4,3,5,3,11,5,6,4,6,9,4,6,5,6,13,10,3,15,4,5,5,4,9,5,5,3,5,3,1,1,4,4,4,2,1,3,3,0,2,2,2,1,0,2,2,3,1,0,0,2,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,497,4,8,12,10,13,10,10,9,6,14,12,11,12,10,13,10,3,7,4,6,7,9,7,4,3,6,3,6,4,12,10,8,11,8,5,7,12,5,9,12,10,6,6,4,5,10,1,1,7,8,10,7,4,7,1,1,7,3,5,3,4,4,2,2,4,8,2,0,3,1,1,2,1,0,1,3,2,1,1,3,2,1,0,2,0,2,0,1,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0
uSF1,TX,000,36,627708,1798,810,21,16,20,15,13,25,22,25,24,15,22,22,18,16,18,10,16,21,6,14,18,15,9,6,13,8,5,6,11,16,16,16,19,13,9,16,15,18,10,8,11,8,16,8,13,10,9,14,6,8,7,2,4,10,10,9,5,4,4,7,3,9,4,3,2,2,2,0,3,1,0,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,988,25,13,20,19,20,12,20,19,18,22,18,16,20,16,12,16,15,21,11,13,15,9,16,10,15,9,14,11,24,20,11,11,14,16,19,18,12,19,13,17,15,19,16,24,17,18,18,15,9,18,17,5,9,12,7,9,10,8,6,3,13,6,6,6,3,3,1,3,2,1,5,3,3,4,4,2,2,1,0,1,1,1,1,2,1,3,5,4,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0
uSF1,TX,000,36,627713,687,325,6,7,5,8,8,7,3,7,8,6,7,7,3,8,7,12,11,9,8,7,2,3,2,4,3,9,2,3,4,5,3,5,3,5,6,4,7,8,4,1,1,5,8,1,3,5,1,7,1,3,1,2,8,0,4,1,2,1,4,0,1,3,3,2,1,2,4,2,1,0,1,1,1,2,1,5,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,362,4,4,4,3,6,6,5,4,13,4,10,5,10,4,5,3,8,10,1,4,4,4,5,5,7,3,9,2,4,2,7,6,5,4,12,11,7,5,5,11,4,0,10,7,4,4,5,3,7,2,5,4,2,4,3,5,3,2,0,1,1,1,6,0,3,2,5,1,2,4,1,3,0,0,2,2,0,1,3,1,1,3,0,2,0,1,0,0,3,0,0,0,3,1,0,1,3,0,0,0,0,0,0
uSF1,TX,000,36,627719,482,232,2,2,4,4,3,4,1,3,3,4,0,2,2,3,2,5,6,6,6,0,0,2,2,2,3,4,3,4,3,1,4,2,4,0,6,6,4,3,3,2,9,1,6,3,6,8,3,6,3,2,2,2,4,2,1,1,2,2,3,3,3,0,2,1,0,4,1,0,0,1,0,1,6,2,4,2,5,1,4,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,250,2,2,0,2,4,2,1,3,3,4,4,2,4,4,5,5,3,8,1,0,3,5,1,2,1,4,3,2,0,3,3,2,6,3,4,4,6,5,2,4,2,1,4,2,3,3,5,2,4,3,4,7,3,4,3,2,4,3,3,2,2,1,1,3,2,4,6,4,1,5,4,4,4,1,3,2,3,1,2,2,2,1,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
