FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012L001,PCT012L002,PCT012L003,PCT012L004,PCT012L005,PCT012L006,PCT012L007,PCT012L008,PCT012L009,PCT012L010,PCT012L011,PCT012L012,PCT012L013,PCT012L014,PCT012L015,PCT012L016,PCT012L017,PCT012L018,PCT012L019,PCT012L020,PCT012L021,PCT012L022,PCT012L023,PCT012L024,PCT012L025,PCT012L026,PCT012L027,PCT012L028,PCT012L029,PCT012L030,PCT012L031,PCT012L032,PCT012L033,PCT012L034,PCT012L035,PCT012L036,PCT012L037,PCT012L038,PCT012L039,PCT012L040,PCT012L041,PCT012L042,PCT012L043,PCT012L044,PCT012L045,PCT012L046,PCT012L047,PCT012L048,PCT012L049,PCT012L050,PCT012L051,PCT012L052,PCT012L053,PCT012L054,PCT012L055,PCT012L056,PCT012L057,PCT012L058,PCT012L059,PCT012L060,PCT012L061,PCT012L062,PCT012L063,PCT012L064,PCT012L065,PCT012L066,PCT012L067,PCT012L068,PCT012L069,PCT012L070,PCT012L071,PCT012L072,PCT012L073,PCT012L074,PCT012L075,PCT012L076,PCT012L077,PCT012L078,PCT012L079,PCT012L080,PCT012L081,PCT012L082,PCT012L083,PCT012L084,PCT012L085,PCT012L086,PCT012L087,PCT012L088,PCT012L089,PCT012L090,PCT012L091,PCT012L092,PCT012L093,PCT012L094,PCT012L095,PCT012L096,PCT012L097,PCT012L098,PCT012L099,PCT012L100,PCT012L101,PCT012L102,PCT012L103,PCT012L104,PCT012L105,PCT012L106,PCT012L107,PCT012L108,PCT012L109,PCT012L110,PCT012L111,PCT012L112,PCT012L113,PCT012L114,PCT012L115,PCT012L116,PCT012L117,PCT012L118,PCT012L119,PCT012L120,PCT012L121,PCT012L122,PCT012L123,PCT012L124,PCT012L125,PCT012L126,PCT012L127,PCT012L128,PCT012L129,PCT012L130,PCT012L131,PCT012L132,PCT012L133,PCT012L134,PCT012L135,PCT012L136,PCT012L137,PCT012L138,PCT012L139,PCT012L140,PCT012L141,PCT012L142,PCT012L143,PCT012L144,PCT012L145,PCT012L146,PCT012L147,PCT012L148,PCT012L149,PCT012L150,PCT012L151,PCT012L152,PCT012L153,PCT012L154,PCT012L155,PCT012L156,PCT012L157,PCT012L158,PCT012L159,PCT012L160,PCT012L161,PCT012L162,PCT012L163,PCT012L164,PCT012L165,PCT012L166,PCT012L167,PCT012L168,PCT012L169,PCT012L170,PCT012L171,PCT012L172,PCT012L173,PCT012L174,PCT012L175,PCT012L176,PCT012L177,PCT012L178,PCT012L179,PCT012L180,PCT012L181,PCT012L182,PCT012L183,PCT012L184,PCT012L185,PCT012L186,PCT012L187,PCT012L188,PCT012L189,PCT012L190,PCT012L191,PCT012L192,PCT012L193,PCT012L194,PCT012L195,PCT012L196,PCT012L197,PCT012L198,PCT012L199,PCT012L200,PCT012L201,PCT012L202,PCT012L203,PCT012L204,PCT012L205,PCT012L206,PCT012L207,PCT012L208,PCT012L209
uSF1,TX,000,36,628852,45,24,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628855,260,130,1,2,3,2,0,4,1,3,2,2,3,2,2,2,4,1,2,3,6,1,4,1,4,1,1,1,0,3,2,2,1,2,2,1,0,3,4,1,0,1,5,0,5,1,2,2,1,2,2,5,3,1,1,1,2,2,3,1,1,2,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1,2,1,1,1,0,2,2,3,4,4,5,1,3,1,3,3,6,3,3,1,1,0,1,0,2,2,0,1,0,2,2,2,5,2,1,0,2,2,4,2,2,4,4,1,1,1,8,2,2,1,0,4,3,5,0,0,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628860,138,79,1,2,0,1,1,0,2,1,2,0,0,0,1,0,1,0,1,0,0,2,2,2,4,3,5,2,7,3,2,2,1,1,2,0,2,1,3,2,1,0,1,1,0,0,0,2,0,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,3,0,2,1,0,0,0,0,0,1,1,1,2,1,4,4,1,2,2,0,3,2,2,3,1,1,1,1,2,0,0,0,0,0,2,0,3,0,1,1,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628864,392,207,5,2,1,2,4,3,5,2,8,3,4,1,4,2,6,7,5,4,7,4,4,4,1,0,3,5,2,4,6,7,2,6,7,3,6,0,3,5,2,1,1,1,4,2,2,1,1,1,4,3,2,6,5,3,3,1,1,0,3,2,2,1,1,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,4,6,2,3,3,6,1,2,4,2,2,5,2,1,1,4,2,5,4,3,0,1,1,4,12,4,2,5,5,3,6,6,4,2,2,3,3,1,2,3,2,1,2,2,4,3,5,1,2,3,2,3,7,1,0,1,1,1,1,1,2,0,2,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628867,74,42,0,0,0,0,0,0,1,0,2,0,3,3,0,1,2,0,1,2,2,0,1,0,0,0,2,0,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628870,692,352,6,5,9,7,7,5,4,2,2,3,2,3,5,8,5,7,5,3,3,4,3,5,9,3,4,12,11,18,17,11,11,12,7,10,4,4,8,8,9,6,3,7,5,1,6,3,3,1,3,12,2,4,0,1,2,2,2,2,1,1,1,3,4,0,2,1,3,0,0,2,0,0,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,12,3,7,4,3,4,5,5,7,5,5,5,4,2,5,3,6,0,2,9,9,6,8,7,7,12,10,13,11,7,11,7,7,6,11,6,9,7,5,3,7,6,2,4,2,3,2,3,5,3,2,1,4,2,2,2,2,2,4,1,1,2,2,1,2,0,1,0,2,1,3,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628874,178,86,1,1,2,1,1,2,3,3,2,2,2,0,0,0,0,1,2,3,1,2,0,1,0,1,0,3,1,3,1,1,1,3,2,1,1,2,3,2,3,1,2,0,2,1,1,2,2,3,1,3,2,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,1,2,1,1,3,1,3,2,5,1,0,4,1,3,2,1,2,4,0,1,2,1,1,3,1,1,2,5,2,3,1,0,1,2,1,0,1,1,2,1,1,1,2,0,1,1,3,2,0,0,2,0,1,0,0,1,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628880,309,171,1,1,1,4,3,4,1,2,0,7,1,2,2,1,2,0,0,3,1,2,0,8,2,6,8,3,6,7,5,2,2,2,1,2,3,2,4,7,5,2,5,1,1,2,1,2,6,6,3,0,2,4,1,0,1,2,2,1,2,1,0,1,4,3,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,5,4,0,2,0,1,1,2,0,2,2,1,4,0,1,7,0,1,0,3,3,2,2,4,2,1,5,2,2,2,2,4,2,3,3,0,2,0,0,3,0,1,3,3,4,0,6,2,4,3,0,0,4,4,2,3,1,2,1,1,1,3,2,0,1,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628889,77,39,0,1,1,1,1,0,0,3,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,0,3,2,3,0,3,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,2,0,1,0,2,1,0,0,0,2,0,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,2,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628896,39,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628899,1136,748,4,2,2,4,2,2,8,2,1,3,0,3,0,0,2,2,1,4,13,34,30,45,49,92,69,50,39,44,30,29,34,15,16,14,12,17,10,1,5,5,1,3,2,4,1,7,3,2,4,3,2,1,3,1,2,2,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,5,5,6,4,2,2,4,4,3,3,3,1,3,1,4,3,2,5,12,14,16,14,21,21,15,25,29,17,17,8,20,12,8,8,13,5,7,2,6,6,2,1,2,1,3,2,1,2,1,1,3,1,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628903,812,451,4,3,5,4,4,5,2,1,0,0,2,2,2,1,2,0,3,2,10,18,21,33,16,24,32,24,26,25,21,20,19,14,10,5,8,9,7,6,4,3,2,2,3,2,5,0,2,5,3,2,1,5,2,2,1,2,1,1,0,3,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,361,1,2,3,1,4,0,4,7,3,2,1,2,1,1,0,0,4,3,17,29,26,16,30,19,15,14,19,13,15,17,6,7,4,12,7,2,5,5,3,2,2,2,1,2,1,4,0,1,3,2,2,0,2,2,2,0,0,1,0,1,0,2,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uSF1,TX,000,36,628909,62,33,1,1,2,1,2,0,1,2,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,1,1,1,0,1,1,2,2,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,2,1,0,2,2,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628913,103,46,0,3,2,0,0,1,1,0,0,2,1,2,2,1,0,1,2,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,4,2,0,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,1,1,1,0,1,2,2,1,0,1,1,0,0,2,1,0,2,1,2,0,2,2,0,2,1,0,2,1,2,2,1,2,2,0,0,1,1,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628917,157,92,1,2,2,2,2,5,1,0,1,1,2,0,1,2,0,1,1,3,5,0,1,1,0,3,7,1,6,1,0,0,5,1,2,1,2,3,1,4,0,2,1,0,1,1,0,0,3,1,2,1,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,1,3,1,2,0,0,1,0,1,0,2,0,0,0,0,1,4,1,1,5,0,1,0,0,3,0,3,2,2,2,0,1,0,1,2,5,0,0,2,2,1,1,1,1,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628922,638,333,9,5,4,5,5,1,2,3,2,1,7,4,4,7,4,7,7,6,2,5,6,5,3,9,6,14,13,6,12,9,8,14,9,6,7,4,5,6,8,7,0,6,2,1,3,6,5,2,9,1,4,1,2,4,3,2,2,3,1,3,7,2,2,1,1,1,2,0,2,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,4,6,6,0,4,4,6,2,5,2,3,4,1,4,6,5,8,8,6,8,4,6,5,13,8,5,11,4,2,8,9,4,3,5,6,5,4,5,5,2,5,3,3,9,3,6,5,4,5,6,4,1,2,3,1,1,7,1,3,1,3,0,1,4,1,2,2,2,2,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628928,451,226,1,6,6,4,8,2,2,5,4,3,1,4,2,3,3,4,2,4,3,4,1,2,1,2,5,1,5,5,3,6,12,3,2,5,5,2,4,7,6,6,3,6,7,0,4,3,3,2,3,2,1,2,2,1,4,2,1,0,3,3,0,2,3,1,1,2,1,1,1,1,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,8,2,4,2,7,4,2,2,2,5,3,5,7,3,0,4,5,3,5,1,2,4,2,4,7,3,2,3,9,10,7,2,2,5,8,8,1,1,5,8,2,3,3,3,1,2,3,0,4,4,3,1,5,2,3,1,2,3,0,0,2,1,3,1,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,736458,52057,26055,387,378,407,441,389,462,399,384,375,393,388,390,393,352,426,397,429,457,410,385,400,410,376,522,577,535,611,598,590,601,615,562,522,497,452,484,457,514,446,471,420,427,441,407,435,401,355,378,334,328,337,299,270,275,242,215,199,195,171,157,138,124,143,113,89,89,103,79,68,87,76,55,42,43,32,29,28,25,27,13,13,13,15,9,3,7,6,1,4,4,2,2,0,0,0,3,0,1,0,0,1,0,0,26002,397,397,414,373,379,405,368,409,382,368,345,397,390,368,368,362,390,368,417,354,386,362,381,462,496,548,563,592,581,591,614,559,481,485,476,467,473,456,447,480,462,447,431,421,431,387,369,427,355,395,392,336,324,292,232,220,209,194,154,170,129,151,140,115,117,87,86,120,94,82,86,83,63,49,60,54,32,39,40,30,23,18,15,13,9,12,9,7,9,2,4,1,13,1,3,0,2,3,2,0,0,0,0
uSF1,TX,000,36,736472,52057,26055,387,378,407,441,389,462,399,384,375,393,388,390,393,352,426,397,429,457,410,385,400,410,376,522,577,535,611,598,590,601,615,562,522,497,452,484,457,514,446,471,420,427,441,407,435,401,355,378,334,328,337,299,270,275,242,215,199,195,171,157,138,124,143,113,89,89,103,79,68,87,76,55,42,43,32,29,28,25,27,13,13,13,15,9,3,7,6,1,4,4,2,2,0,0,0,3,0,1,0,0,1,0,0,26002,397,397,414,373,379,405,368,409,382,368,345,397,390,368,368,362,390,368,417,354,386,362,381,462,496,548,563,592,581,591,614,559,481,485,476,467,473,456,447,480,462,447,431,421,431,387,369,427,355,395,392,336,324,292,232,220,209,194,154,170,129,151,140,115,117,87,86,120,94,82,86,83,63,49,60,54,32,39,40,30,23,18,15,13,9,12,9,7,9,2,4,1,13,1,3,0,2,3,2,0,0,0,0
uSF1,TX,000,36,602164,19837,10132,158,152,158,161,155,169,149,136,131,141,136,146,148,120,153,149,159,175,158,164,180,198,172,261,291,235,263,266,223,243,259,208,199,191,162,180,184,189,186,158,154,148,159,129,143,161,143,144,127,126,121,108,96,91,88,75,62,62,72,79,51,55,62,41,29,34,37,29,24,36,27,19,20,15,15,13,10,9,10,4,6,6,7,4,2,4,1,0,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,9705,152,144,146,131,146,126,131,144,167,147,125,144,158,139,143,134,145,146,167,165,171,148,165,186,201,231,230,245,231,227,231,200,172,173,194,164,163,176,178,169,157,147,129,152,151,149,137,146,131,120,129,106,139,86,83,78,76,68,62,58,44,56,51,46,40,32,27,38,34,31,26,26,22,15,22,22,14,16,12,11,8,12,7,7,4,4,2,3,1,2,2,1,4,0,0,0,1,2,1,0,0,0,0
uSF1,TX,000,36,602165,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602173,194,77,1,1,2,0,1,1,0,2,1,2,2,0,2,0,0,2,2,2,1,1,1,0,1,1,1,0,0,2,0,1,2,0,2,2,0,4,3,1,1,1,1,1,3,2,2,2,2,0,1,1,2,2,1,1,1,0,1,1,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,3,2,3,2,0,2,2,1,0,0,2,4,1,1,0,0,2,5,2,1,3,0,0,2,1,2,1,0,3,1,3,2,6,4,0,1,7,4,3,2,1,2,3,5,0,3,2,0,2,2,1,0,2,2,0,0,0,0,2,0,0,0,2,1,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602266,106,45,1,2,0,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,3,0,1,2,0,2,1,2,0,1,0,0,1,1,0,0,1,0,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,1,2,1,2,1,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,0,0,3,2,1,1,2,3,2,2,1,2,1,0,1,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602332,110,59,1,1,1,5,2,0,1,1,1,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,1,0,1,3,1,2,1,0,3,1,2,0,1,1,3,1,1,1,0,0,1,1,2,3,1,0,0,0,1,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,2,1,2,3,2,2,2,3,0,0,1,3,1,2,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602378,41,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602423,97,56,1,2,0,3,2,2,0,2,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,3,0,1,1,2,2,0,2,1,1,2,2,0,4,2,0,0,2,2,1,0,0,0,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,1,1,2,1,1,1,0,2,0,1,1,2,2,1,0,0,1,0,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,602453,334,169,4,2,7,3,1,4,3,3,3,4,3,5,4,3,5,3,2,4,2,3,1,4,1,1,2,1,4,5,2,2,1,1,2,2,4,3,4,1,1,3,2,4,3,3,4,5,4,3,2,3,3,2,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,3,2,4,3,5,1,3,4,1,2,2,6,1,5,1,1,4,6,1,3,3,2,2,1,3,5,3,2,4,0,3,3,3,1,5,3,5,6,3,2,2,4,2,0,1,4,4,8,4,1,3,0,1,0,1,1,1,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
