FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT013A001,PCT013A002,PCT013A003,PCT013A004,PCT013A005,PCT013A006,PCT013A007,PCT013A008,PCT013A009,PCT013A010,PCT013A011,PCT013A012,PCT013A013,PCT013A014,PCT013A015,PCT013A016,PCT013A017,PCT013A018,PCT013A019,PCT013A020,PCT013A021,PCT013A022,PCT013A023,PCT013A024,PCT013A025,PCT013A026,PCT013A027,PCT013A028,PCT013A029,PCT013A030,PCT013A031,PCT013A032,PCT013A033,PCT013A034,PCT013A035,PCT013A036,PCT013A037,PCT013A038,PCT013A039,PCT013A040,PCT013A041,PCT013A042,PCT013A043,PCT013A044,PCT013A045,PCT013A046,PCT013A047,PCT013A048,PCT013A049,PCT013B001,PCT013B002,PCT013B003,PCT013B004,PCT013B005,PCT013B006,PCT013B007,PCT013B008,PCT013B009,PCT013B010,PCT013B011,PCT013B012,PCT013B013,PCT013B014,PCT013B015,PCT013B016,PCT013B017,PCT013B018,PCT013B019,PCT013B020,PCT013B021,PCT013B022,PCT013B023,PCT013B024,PCT013B025,PCT013B026,PCT013B027,PCT013B028,PCT013B029,PCT013B030,PCT013B031,PCT013B032,PCT013B033,PCT013B034,PCT013B035,PCT013B036,PCT013B037,PCT013B038,PCT013B039,PCT013B040,PCT013B041,PCT013B042,PCT013B043,PCT013B044,PCT013B045,PCT013B046,PCT013B047,PCT013B048,PCT013B049,PCT013C001,PCT013C002,PCT013C003,PCT013C004,PCT013C005,PCT013C006,PCT013C007,PCT013C008,PCT013C009,PCT013C010,PCT013C011,PCT013C012,PCT013C013,PCT013C014,PCT013C015,PCT013C016,PCT013C017,PCT013C018,PCT013C019,PCT013C020,PCT013C021,PCT013C022,PCT013C023,PCT013C024,PCT013C025,PCT013C026,PCT013C027,PCT013C028,PCT013C029,PCT013C030,PCT013C031,PCT013C032,PCT013C033,PCT013C034,PCT013C035,PCT013C036,PCT013C037,PCT013C038,PCT013C039,PCT013C040,PCT013C041,PCT013C042,PCT013C043,PCT013C044,PCT013C045,PCT013C046,PCT013C047,PCT013C048,PCT013C049,PCT013D001,PCT013D002,PCT013D003,PCT013D004,PCT013D005,PCT013D006,PCT013D007,PCT013D008,PCT013D009,PCT013D010,PCT013D011,PCT013D012,PCT013D013,PCT013D014,PCT013D015,PCT013D016,PCT013D017,PCT013D018,PCT013D019,PCT013D020,PCT013D021,PCT013D022,PCT013D023,PCT013D024,PCT013D025,PCT013D026,PCT013D027,PCT013D028,PCT013D029,PCT013D030,PCT013D031,PCT013D032,PCT013D033,PCT013D034,PCT013D035,PCT013D036,PCT013D037,PCT013D038,PCT013D039,PCT013D040,PCT013D041,PCT013D042,PCT013D043,PCT013D044,PCT013D045,PCT013D046,PCT013D047,PCT013D048,PCT013D049,PCT013E001,PCT013E002,PCT013E003,PCT013E004,PCT013E005,PCT013E006,PCT013E007,PCT013E008,PCT013E009,PCT013E010,PCT013E011,PCT013E012,PCT013E013,PCT013E014,PCT013E015,PCT013E016,PCT013E017,PCT013E018,PCT013E019,PCT013E020,PCT013E021,PCT013E022,PCT013E023,PCT013E024,PCT013E025,PCT013E026,PCT013E027,PCT013E028,PCT013E029,PCT013E030,PCT013E031,PCT013E032,PCT013E033,PCT013E034,PCT013E035,PCT013E036,PCT013E037,PCT013E038,PCT013E039,PCT013E040,PCT013E041,PCT013E042,PCT013E043,PCT013E044,PCT013E045,PCT013E046,PCT013E047,PCT013E048,PCT013E049
uSF1,TX,000,36,628703,7101,3505,239,266,266,187,88,33,39,121,266,317,407,358,323,241,146,46,36,29,24,37,18,14,4,3596,272,260,277,142,71,42,28,108,260,289,427,424,328,250,152,37,33,31,35,51,36,35,8,145,76,8,6,9,3,1,0,1,4,7,5,9,7,5,7,4,0,0,0,0,0,0,0,0,69,5,7,6,2,2,0,0,3,4,7,7,6,6,8,1,3,1,0,0,1,0,0,0,35,18,0,1,1,0,0,0,0,0,2,2,1,3,2,3,3,0,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,0,3,0,1,5,2,3,0,1,0,0,0,0,0,0,0,210,99,10,6,7,5,1,0,0,4,9,13,13,13,8,5,3,0,0,2,0,0,0,0,0,111,9,8,8,1,4,1,0,5,18,14,14,12,6,6,0,2,0,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628706,4999,2487,265,231,249,110,45,21,23,58,162,270,307,262,166,139,74,19,24,7,16,16,10,5,8,2512,232,244,215,118,61,12,16,73,217,286,286,238,148,138,69,20,28,13,11,31,25,14,17,153,74,7,8,10,6,0,0,0,1,7,2,11,8,6,6,0,0,1,0,1,0,0,0,0,79,4,5,9,10,1,1,0,0,4,5,11,14,6,3,0,0,1,0,1,2,1,1,0,33,18,2,2,1,1,1,0,0,0,0,3,3,2,1,2,0,0,0,0,0,0,0,0,0,15,2,4,1,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,135,61,8,4,8,3,2,0,1,1,3,6,5,6,7,2,2,0,0,0,0,2,1,0,0,74,4,2,1,6,0,1,0,4,8,8,12,6,10,5,2,2,1,0,1,1,0,0,0,7,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628710,9934,4971,530,520,522,206,105,32,14,58,192,449,636,544,390,356,180,45,56,28,29,41,28,8,2,4963,477,533,447,246,73,36,21,62,277,501,656,533,389,291,145,42,45,23,34,56,44,23,9,260,125,14,10,13,5,1,3,0,1,6,10,19,12,11,12,4,2,1,1,0,0,0,0,0,135,8,20,16,1,5,1,1,0,3,17,21,10,12,9,4,0,5,0,0,0,0,2,0,30,18,1,1,1,1,0,0,0,0,0,1,4,3,2,2,1,0,0,1,0,0,0,0,0,12,0,1,1,0,2,0,1,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,328,153,19,14,15,3,4,1,0,3,10,18,17,19,7,11,4,0,2,0,2,0,2,2,0,175,19,12,13,7,2,0,2,5,18,25,17,16,17,8,2,3,1,0,1,3,3,0,1,5,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628714,5377,2724,178,270,298,171,59,14,17,40,49,115,278,308,288,291,144,43,39,24,29,41,21,5,2,2653,192,263,243,129,49,12,7,23,80,171,294,330,286,263,118,29,41,14,26,31,28,9,15,104,50,4,3,5,2,0,1,0,0,0,6,6,10,6,2,3,1,0,0,0,1,0,0,0,54,4,8,7,4,0,0,0,0,4,5,5,6,5,2,2,1,0,0,0,0,0,1,0,18,10,3,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,84,41,6,4,3,2,1,0,0,0,0,3,3,4,6,3,3,0,1,0,1,1,0,0,0,43,7,5,2,4,0,0,1,0,1,5,3,5,1,5,0,0,1,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628718,5847,2934,258,304,277,150,74,27,20,77,201,298,334,265,219,167,119,31,27,8,18,26,21,9,4,2913,236,275,264,150,64,22,20,85,227,282,356,267,227,158,103,31,30,12,25,30,30,8,11,160,82,6,11,11,8,2,0,0,1,3,3,7,14,3,8,3,1,1,0,0,0,0,0,0,78,5,7,7,3,4,0,0,3,4,9,10,12,8,0,3,0,2,1,0,0,0,0,0,33,18,0,1,0,2,1,0,0,1,0,1,2,5,2,2,1,0,0,0,0,0,0,0,0,15,0,1,3,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,0,0,1,0,0,289,144,4,18,15,11,9,3,2,8,13,9,12,16,5,8,6,0,0,0,3,2,0,0,0,145,18,18,8,8,2,5,1,3,10,8,21,14,9,10,3,1,2,1,2,1,0,0,0,18,8,0,0,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,1,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628722,4301,2146,187,168,207,108,48,27,23,69,148,180,200,191,150,168,101,24,50,19,21,29,17,6,5,2155,141,176,172,99,74,19,24,69,173,171,186,197,174,172,106,29,36,21,27,36,27,17,9,84,43,1,9,4,4,0,0,0,0,3,3,2,6,5,2,2,2,0,0,0,0,0,0,0,41,3,4,3,5,0,3,0,1,0,3,5,6,6,2,0,0,0,0,0,0,0,0,0,34,17,1,0,3,3,1,0,1,0,0,2,0,2,2,0,1,1,0,0,0,0,0,0,0,17,0,1,1,2,0,0,0,0,0,2,1,2,2,4,1,0,0,0,0,0,0,1,0,222,107,9,5,17,4,3,2,3,4,9,10,10,11,7,6,3,0,2,1,0,0,1,0,0,115,7,11,7,7,1,1,1,6,10,11,5,14,12,9,3,1,3,0,3,2,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628727,3856,1897,155,184,176,85,58,21,30,50,142,166,168,156,134,94,92,44,45,14,22,29,15,11,6,1959,151,176,170,89,53,22,19,51,144,182,191,169,148,106,104,32,41,15,26,29,24,11,6,99,49,6,5,6,2,1,0,0,1,7,6,5,5,0,1,2,0,1,0,0,0,0,1,0,50,4,4,8,4,3,0,1,0,3,7,6,4,3,0,2,1,0,0,0,0,0,0,0,42,19,2,6,1,1,0,0,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,23,3,1,3,2,0,0,0,0,3,2,1,2,0,4,0,0,0,0,2,0,0,0,0,174,92,5,9,12,3,4,1,4,5,4,4,9,7,11,9,0,0,1,1,0,2,0,1,0,82,3,7,6,9,2,1,0,3,8,8,4,12,7,7,0,1,0,0,2,0,1,1,0,15,9,0,2,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
uSF1,TX,000,36,628731,2549,1284,91,106,109,64,38,20,15,34,107,99,119,115,107,80,62,21,21,7,23,24,11,8,3,1265,76,81,104,50,34,16,13,57,98,94,123,118,109,100,66,16,20,10,15,24,26,9,6,57,31,1,3,1,1,1,1,0,2,6,3,1,3,2,3,0,0,1,0,1,1,0,0,0,26,2,3,1,1,0,1,0,1,3,1,4,2,5,0,0,0,0,0,0,1,1,0,0,17,8,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,9,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,214,110,4,6,12,9,5,4,2,4,12,6,10,9,8,3,5,0,4,1,1,4,1,0,0,104,7,8,6,4,5,2,2,3,7,10,14,12,7,4,8,0,1,0,1,0,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628734,6751,3321,343,331,266,148,57,26,20,81,364,416,372,333,186,157,85,21,30,14,15,20,20,12,4,3430,383,301,248,101,62,18,26,121,397,404,417,273,239,174,101,25,28,15,14,32,34,15,2,430,212,19,19,29,12,9,1,0,4,12,21,24,22,17,8,9,4,1,0,0,0,1,0,0,218,21,22,22,18,3,3,2,5,18,25,22,26,17,11,0,1,0,0,0,1,1,0,0,51,25,1,5,4,1,0,1,1,0,0,1,3,2,3,1,0,0,0,1,0,1,0,0,0,26,0,3,0,4,0,0,0,1,2,5,3,3,2,1,0,0,1,0,0,1,0,0,0,559,270,26,25,19,12,7,6,6,13,23,23,23,27,15,20,11,2,1,1,3,5,1,1,0,289,20,24,28,12,12,4,0,14,32,25,26,26,30,15,10,2,0,0,6,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628738,4847,2474,159,311,353,165,67,14,8,15,29,70,199,334,289,246,130,16,14,7,17,16,9,5,1,2373,142,239,307,182,49,12,8,22,43,91,271,326,303,195,78,9,20,8,20,12,15,15,6,108,54,5,17,6,1,2,0,0,0,1,0,8,5,5,2,1,0,1,0,0,0,0,0,0,54,8,11,6,1,0,0,0,1,1,4,8,7,4,2,1,0,0,0,0,0,0,0,0,10,5,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,89,41,1,9,7,1,2,0,0,0,0,3,3,7,2,4,1,0,0,0,0,0,0,1,0,48,5,9,5,3,1,0,0,0,2,5,4,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628743,3958,1970,156,176,212,112,36,23,5,26,43,69,179,252,208,196,131,25,45,12,17,23,10,10,4,1988,111,207,215,110,39,16,9,28,47,119,207,276,206,166,82,25,27,16,17,26,18,12,9,32,13,1,2,0,3,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,19,1,2,3,2,0,0,0,0,0,1,1,3,4,1,1,0,0,0,0,0,0,0,0,17,5,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,1,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,62,31,6,5,1,2,0,0,0,0,0,1,4,4,6,1,0,0,0,0,0,1,0,0,0,31,2,3,2,3,1,0,0,0,1,3,7,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628747,4630,2291,182,296,322,152,62,12,6,17,11,50,216,362,293,182,72,13,14,7,5,6,8,1,2,2339,166,319,310,166,57,16,12,13,30,96,292,367,278,118,47,6,10,1,10,9,9,5,2,62,30,3,4,4,3,0,0,0,0,0,1,3,6,4,0,2,0,0,0,0,0,0,0,0,32,7,3,5,2,0,0,0,0,0,1,3,7,3,1,0,0,0,0,0,0,0,0,0,13,6,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,74,34,4,0,3,3,1,1,0,0,0,1,2,5,6,5,0,1,0,0,0,2,0,0,0,40,3,9,2,5,0,0,0,0,0,4,3,4,8,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628751,5059,2552,237,331,283,143,41,12,7,17,28,109,289,316,280,238,122,19,22,11,13,12,10,7,5,2507,238,303,255,131,38,7,6,14,54,160,331,336,260,190,81,21,18,11,12,15,12,8,6,77,44,4,4,4,2,1,1,0,0,3,3,8,4,3,6,1,0,0,0,0,0,0,0,0,33,3,5,1,2,0,1,0,0,1,2,11,0,3,3,1,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,138,68,10,10,5,3,0,0,0,0,0,10,6,8,10,4,1,0,0,1,0,0,0,0,0,70,13,9,5,1,0,0,0,0,3,4,13,11,3,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628755,4459,2212,108,188,182,122,57,16,12,29,55,85,198,253,204,224,181,72,60,38,43,41,22,15,7,2247,138,161,198,119,41,14,9,30,53,106,244,246,225,211,183,53,51,26,40,36,24,21,18,18,7,1,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,11,1,2,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,20,10,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,10,0,0,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,26,10,0,0,1,0,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,1,1,0,0,16,1,0,1,1,0,0,0,0,0,2,1,3,2,2,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628760,4517,2224,181,191,214,114,79,30,21,57,142,192,229,225,163,128,97,31,29,14,23,21,22,12,9,2293,172,208,202,117,58,16,27,73,148,176,253,239,166,137,96,35,25,16,22,39,30,23,15,34,16,1,0,1,2,1,1,0,2,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,18,1,2,0,1,0,0,0,0,0,4,1,7,1,0,0,0,0,0,1,0,0,0,0,35,17,1,4,2,0,1,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,2,2,1,0,0,2,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,67,32,3,1,4,3,0,0,0,1,0,4,4,3,4,2,2,0,0,1,0,0,0,0,0,35,2,1,3,4,1,0,0,0,7,1,3,3,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628763,4167,2071,192,258,193,88,34,5,7,19,52,129,302,236,167,143,113,31,19,24,19,28,9,2,1,2096,210,248,181,95,24,9,3,22,64,210,292,221,157,134,82,26,32,13,22,24,19,4,4,77,39,5,3,4,3,0,0,1,0,2,2,6,7,4,2,0,0,0,0,0,0,0,0,0,38,7,4,5,1,1,0,0,0,1,3,7,4,2,1,1,0,0,1,0,0,0,0,0,9,7,0,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,35,5,4,3,3,0,0,1,0,1,5,5,4,1,1,1,0,0,0,1,0,0,0,0,39,5,3,1,1,0,0,0,1,1,4,7,8,1,2,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628766,3313,1659,139,151,139,74,37,22,14,53,126,129,153,173,139,115,73,26,25,16,22,20,7,4,2,1654,120,127,152,67,38,11,14,70,129,127,155,178,139,110,66,23,26,23,21,27,14,9,8,68,38,3,6,5,1,2,0,0,1,2,5,7,3,0,1,1,0,0,0,0,1,0,0,0,30,1,5,2,1,0,0,1,0,2,5,5,1,3,3,0,0,0,1,0,0,0,0,0,25,12,0,1,1,2,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,13,0,2,2,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,234,117,7,9,11,4,4,1,4,8,11,16,7,11,8,6,4,2,2,0,1,0,1,0,0,117,9,10,7,4,7,0,1,7,12,14,10,9,12,7,2,1,0,0,2,0,1,1,1,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628769,11228,5680,598,621,590,296,107,27,31,105,350,597,688,597,409,308,144,36,49,21,33,28,27,11,7,5548,542,568,514,289,110,35,26,106,402,643,715,536,383,259,148,34,47,23,47,57,35,21,8,364,188,15,21,20,9,2,4,2,0,9,18,27,28,15,9,4,2,1,1,1,0,0,0,0,176,20,15,17,11,6,2,1,2,11,19,30,16,15,6,2,1,0,1,1,0,0,0,0,43,21,3,2,0,1,1,0,0,2,0,1,2,3,0,5,1,0,0,0,0,0,0,0,0,22,1,0,1,2,0,0,0,0,3,1,5,3,1,5,0,0,0,0,0,0,0,0,0,504,238,23,24,16,13,9,0,2,7,18,34,33,20,21,10,1,0,2,1,3,0,1,0,0,266,35,19,23,12,5,1,1,7,19,36,41,23,17,8,7,3,3,1,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628774,6208,3085,323,314,311,146,82,18,21,71,262,351,330,323,194,144,81,29,22,10,18,18,9,4,4,3123,333,294,269,146,62,20,21,114,321,389,343,302,189,131,73,20,19,14,15,25,14,6,3,501,269,25,41,33,11,12,0,4,6,12,21,28,30,24,12,7,1,2,0,0,0,0,0,0,232,23,24,20,15,5,1,3,4,15,28,29,29,19,8,4,2,0,0,1,1,0,0,1,26,11,2,0,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,15,1,0,1,2,1,0,1,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,634,325,24,33,34,22,8,6,4,18,33,28,21,16,30,15,16,5,6,0,2,2,2,0,0,309,16,26,20,23,11,6,2,13,27,27,24,28,31,22,18,0,7,1,0,3,2,0,2,9,7,0,0,2,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628777,3210,1567,124,146,145,82,47,16,13,51,115,120,140,155,120,121,71,18,13,13,10,28,11,6,2,1643,116,142,143,82,48,16,16,58,131,147,158,148,138,109,47,20,27,18,24,22,14,10,9,197,101,9,7,21,9,3,3,1,2,3,5,6,8,8,10,3,1,1,0,0,0,1,0,0,96,6,12,12,8,3,2,0,3,3,7,13,8,5,6,3,2,1,0,0,1,1,0,0,37,20,2,3,1,0,1,1,0,1,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,17,1,2,0,1,1,1,1,1,1,1,2,1,1,0,2,0,0,0,0,1,0,0,0,188,87,7,6,10,5,1,2,0,5,6,7,5,14,6,3,0,3,2,1,1,0,0,2,1,101,9,4,9,5,5,2,1,2,10,7,10,9,9,6,4,2,1,3,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628780,3458,1697,153,131,142,67,41,5,13,59,167,155,156,143,114,103,68,24,31,24,26,38,21,15,1,1761,130,140,126,69,25,19,22,84,148,151,161,131,156,104,76,29,35,25,35,46,25,15,9,85,42,3,2,4,0,1,1,0,1,4,6,1,7,4,1,2,0,0,0,4,0,0,1,0,43,3,9,3,2,1,0,0,1,3,7,3,4,1,2,1,0,0,1,2,0,0,0,0,49,27,7,0,4,0,2,1,0,0,2,1,4,1,1,1,1,2,0,0,0,0,0,0,0,22,3,1,1,0,2,0,2,2,0,2,4,1,2,1,0,0,1,0,0,0,0,0,0,918,461,26,37,47,27,24,12,9,19,28,36,32,49,37,30,23,3,6,2,4,6,3,1,0,457,25,30,53,17,20,9,10,27,34,43,42,49,29,30,15,4,5,2,3,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628783,3702,1877,198,163,177,95,39,25,11,49,129,186,188,173,130,111,82,15,28,10,17,27,12,8,4,1825,167,156,147,96,38,12,13,63,149,204,181,163,108,106,62,18,37,13,20,26,26,17,3,120,58,2,8,5,3,2,0,1,0,3,7,9,8,7,3,0,0,0,0,0,0,0,0,0,62,7,12,7,2,0,0,0,0,4,9,8,5,4,2,1,0,1,0,0,0,0,0,0,37,20,3,5,1,0,0,0,0,2,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,17,2,1,5,1,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,58,26,3,3,3,1,0,0,0,1,4,3,2,2,2,0,1,0,0,0,0,1,0,0,0,32,2,3,1,1,0,0,1,0,2,5,2,5,5,4,1,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628785,3271,1620,117,133,172,85,59,20,16,62,128,148,139,147,121,98,67,19,23,10,19,14,13,9,1,1651,137,136,134,89,40,18,15,56,146,154,160,138,120,95,66,13,28,12,12,26,23,22,11,84,36,3,4,5,3,0,0,0,1,2,4,1,2,3,6,1,0,0,1,0,0,0,0,0,48,5,8,7,2,1,1,1,1,3,3,3,2,3,4,1,1,2,0,0,0,0,0,0,39,21,0,1,1,1,2,0,0,0,2,0,1,3,3,2,3,1,0,0,1,0,0,0,0,18,1,0,0,0,1,0,1,1,2,0,3,3,0,1,3,0,0,0,1,0,0,1,0,60,20,1,5,3,1,1,0,0,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,40,1,1,2,2,0,0,1,1,3,2,7,3,5,3,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628789,5644,2767,210,222,277,147,96,31,25,83,160,208,272,230,195,186,127,50,63,30,43,60,35,11,6,2877,189,207,240,148,77,24,19,63,199,241,246,265,235,186,138,48,70,37,60,76,48,41,20,67,32,2,1,5,3,1,0,0,0,0,3,8,4,2,1,1,0,0,0,0,1,0,0,0,35,5,6,4,2,0,1,0,1,0,3,7,2,3,0,0,0,1,0,0,0,0,0,0,52,23,3,2,5,1,1,0,0,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,29,3,2,4,3,0,0,0,2,0,2,7,2,3,1,0,0,0,0,0,0,0,0,0,46,17,1,3,1,1,1,0,0,0,1,1,2,3,1,1,0,0,0,0,1,0,0,0,0,29,1,0,2,1,0,1,1,0,5,1,3,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
